lemma	form	stanza_ref	translator	reflected
ἔνθα	Ἔνθ᾽	I.11–15	Вересаев	yes
ἄλλος	ἄλλοι	I.11–15	Жуковский	yes
ἄλλος	ἄλλοι	I.11–15	Вересаев	yes
πᾶς	πάντες	I.11–15	Жуковский	yes
πᾶς	πάντες	I.11–15	Вересаев	yes
οἶκος	οἴκοι	I.11–15	Жуковский	yes
οἶκος	οἴκοι	I.11–15	Вересаев	yes
εἰμί	ἔσαν	I.11–15	Жуковский	yes
εἰμί	ἔσαν	I.11–15	Вересаев	yes
φεύγω	πεφευγότες	I.11–15	Жуковский	yes
φεύγω	πεφευγότες	I.11–15	Вересаев	yes
οἶος	οἶον	I.11–15	Жуковский	yes
οἶος	οἶον	I.11–15	Вересаев	yes
Καλυψώ	Καλυψὼ	I.11–15	Жуковский	yes
Καλυψώ	Καλυψὼ	I.11–15	Вересаев	yes
δῖος	δῖα	I.11–15	Жуковский	yes
δῖος	δῖα	I.11–15	Вересаев	yes
οἶκος	οἶκόνδε	I.16–21	Жуковский	yes
οἶκος	οἶκόνδε	I.16–21	Вересаев	yes
Ἰθάκη	Ἰθάκην	I.16–21	Жуковский	yes
Ἰθάκη	Ἰθάκην	I.16–21	Вересаев	yes
ἅπας	ἅπαντες	I.16–21	Жуковский	yes
ἅπας	ἅπαντες	I.16–21	Вересаев	yes
ἀσπερχές	ἀσπερχὲς	I.16–21	Жуковский	yes
ἀσπερχές	ἀσπερχὲς	I.16–21	Вересаев	yes
πάρος	πάρος	I.16–21	Жуковский	yes
πάρος	πάρος	I.16–21	Вересаев	yes
πέρθω	ἔπερσεν	I.1–5	Жуковский	yes
πέρθω	ἔπερσεν	I.1–5	Вересаев	yes
ἐσθίω	ἤσθιον	I.6–10	Жуковский	yes
ἐσθίω	ἤσθιον	I.6–10	Вересаев	yes
θάλασσα	θάλασσαν	I.11–15	Жуковский	yes
θάλασσα	θάλασσαν	I.11–15	Вересаев	yes
πότνια	πότνι᾽	I.11–15	Жуковский	no
πότνια	πότνι᾽	I.11–15	Вересаев	yes
Ποσειδῶν	Ποσειδάωνος	I.16–21	Жуковский	yes
Ποσειδῶν	Ποσειδάωνος	I.16–21	Вересаев	yes
#ἐγώ	μοι	I.1–5	Жуковский	
#ἐγώ	μοι	I.1–5	Вересаев	
#ὅς	ὃς	I.1–5	Жуковский	
#ὅς	ὃς	I.1–5	Вересаев	
#ὅς	ὅ	I.1–5	Жуковский	
#ὅς	ὅ	I.1–5	Вересаев	
#ὅς	ὅ	I.6–10	Жуковский	
#ὅς	ὅ	I.6–10	Вересаев	
#ὅς	ὅ	I.16–21	Жуковский	
#ὅς	ὅ	I.16–21	Вересаев	
#ὅς	ὃν	I.1–5	Жуковский	
#ὅς	ὃν	I.1–5	Вересаев	
#ὅς	ἥν	I.1–5	Жуковский	
#ὅς	ἥν	I.1–5	Вересаев	
#ὅς	ἥν	I.16–21	Жуковский	
#ὅς	ἥν	I.16–21	Вересаев	
#ὅς	ὣς	I.6–10	Жуковский	
#ὅς	ὣς	I.6–10	Вересаев	
#αὐτός	αὐτῶν	I.6–10	Жуковский	
#αὐτός	αὐτῶν	I.6–10	Вересаев	
#σφέτερος	σφετέρῃσιν	I.6–10	Жуковский	
#σφέτερος	σφετέρῃσιν	I.6–10	Вересаев	
#ὅς	οἳ	I.6–10	Жуковский	
#ὅς	οἳ	I.6–10	Вересаев	
#ὅς	οἳ	I.16–21	Жуковский	
#ὅς	οἳ	I.16–21	Вересаев	
#ὅς	ὁ	I.1–5	Жуковский	
#ὅς	ὁ	I.1–5	Вересаев	
#ὅς	ὁ	I.6–10	Жуковский	
#ὅς	ὁ	I.6–10	Вересаев	
#ὅς	ὁ	I.16–21	Жуковский	
#ὅς	ὁ	I.16–21	Вересаев	
#ὅ	τοῖσιν	I.6–10	Жуковский	
#ὅ	τοῖσιν	I.6–10	Вересаев	
#ὅ	τῶν	I.6–10	Жуковский	
#ὅ	τῶν	I.6–10	Вересаев	
#ἡμεῖς	ἡμῖν	I.6–10	Жуковский	
#ἡμεῖς	ἡμῖν	I.6–10	Вересаев	
#ὅσος	ὅσοι	I.11–15	Жуковский	
#ὅσος	ὅσοι	I.11–15	Вересаев	
#ὅ	τὸν	I.11–15	Жуковский	
#ὅ	τὸν	I.11–15	Вересаев	
#ὅ	τῷ	I.16–21	Жуковский	
#ὅ	τῷ	I.16–21	Вересаев	
#αὐτός	οἱ	I.6–10	Жуковский	
#αὐτός	οἱ	I.6–10	Вересаев	
#αὐτός	οἱ	I.16–21	Жуковский	
#αὐτός	οἱ	I.16–21	Вересаев	
#ὅς	οἷσι	I.16–21	Жуковский	
#ὅς	οἷσι	I.16–21	Вересаев	
#ὅς	ἣν	I.1–5	Жуковский	
#ὅς	ἣν	I.1–5	Вересаев	
#ὅς	ἣν	I.16–21	Жуковский	
#ὅς	ἣν	I.16–21	Вересаев	
ἀνήρ	Ἄνδρα	I.1–5	Pope	yes
ἀνήρ	Ἄνδρα	I.1–5	Murray	yes
γιγνώσκω	ἔγνω	I.1–5	Pope	no
γιγνώσκω	ἔγνω	I.1–5	Murray	yes
ἵημι	ἱέμενός	I.6–10	Pope	no
ἵημι	ἱέμενός	I.6–10	Murray	yes
θεός	θεά	I.6–10	Pope	no
θεός	θεά	I.6–10	Murray	yes
Ζεύς	Διός	I.6–10	Pope	no
Ζεύς	Διός	I.6–10	Murray	yes
εἰμί	εἶναι	I.11–15	Pope	yes
εἰμί	εἶναι	I.11–15	Murray	yes
ἔτος	ἔτος	I.16–21	Pope	yes
ἔτος	ἔτος	I.16–21	Murray	yes
θεός	θεοὶ	I.16–21	Pope	yes
θεός	θεοὶ	I.16–21	Murray	yes
ἄνθρωπος	ἀνθρώπων	I.1–5	Pope	no
ἄνθρωπος	ἀνθρώπων	I.1–5	Murray	yes
πόντος	πόντῳ	I.1–5	Pope	yes
πόντος	πόντῳ	I.1–5	Murray	yes
ἦμαρ	ἦμαρ	I.6–10	Pope	no
ἦμαρ	ἦμαρ	I.6–10	Murray	yes
θυγάτηρ	θύγατερ	I.6–10	Pope	no
θυγάτηρ	θύγατερ	I.6–10	Murray	yes
ὄλεθρος	ὄλεθρον	I.11–15	Pope	yes
ὄλεθρος	ὄλεθρον	I.11–15	Murray	yes
γυνή	γυναικὸς	I.11–15	Pope	no
γυνή	γυναικὸς	I.11–15	Murray	yes
νύμφη	νύμφη	I.11–15	Pope	no
νύμφη	νύμφη	I.11–15	Murray	yes
σπέος	σπέσσι	I.11–15	Pope	yes
σπέος	σπέσσι	I.11–15	Murray	yes
ἄστυ	ἄστεα	I.1–5	Pope	no
ἄστυ	ἄστεα	I.1–5	Murray	yes
ψυχή	ψυχήν	I.1–5	Pope	no
ψυχή	ψυχήν	I.1–5	Murray	yes
πλάζω	πλάγχθη	I.1–5	Pope	yes
πλάζω	πλάγχθη	I.1–5	Murray	yes
ὁράω	ἴδεν	I.1–5	Pope	yes
ὁράω	ἴδεν	I.1–5	Murray	yes
πάσχω	πάθεν	I.1–5	Pope	yes
πάσχω	πάθεν	I.1–5	Murray	yes
ἀπόλλυμι	ὄλοντο	I.6–10	Pope	yes
ἀπόλλυμι	ὄλοντο	I.6–10	Murray	yes
φεύγω	φύγον	I.11–15	Pope	yes
φεύγω	φύγον	I.11–15	Murray	yes
ἐπικλώθω	ἐπεκλώσαντο	I.16–21	Pope	yes
ἐπικλώθω	ἐπεκλώσαντο	I.16–21	Murray	yes
ἱκνέομαι	ἱκέσθαι	I.16–21	Pope	yes
ἱκνέομαι	ἱκέσθαι	I.16–21	Murray	yes
ἐνέπω	ἔννεπε	I.1–5	Pope	yes
ἐνέπω	ἔννεπε	I.1–5	Murray	yes
πολύτροπος	πολύτροπον	I.1–5	Pope	yes
πολύτροπος	πολύτροπον	I.1–5	Murray	yes
ἱερός	ἱερόν	I.1–5	Pope	yes
ἱερός	ἱερόν	I.1–5	Murray	yes
πτολίεθρον	πτολίεθρον	I.1–5	Pope	yes
πτολίεθρον	πτολίεθρον	I.1–5	Murray	yes
πέρθω	ἔπερσεν	I.1–5	Pope	yes
πέρθω	ἔπερσεν	I.1–5	Murray	yes
νοῦς	νόον	I.1–5	Pope	no
νοῦς	νόον	I.1–5	Murray	yes
ἄλγος	ἄλγεα	I.1–5	Pope	yes
ἄλγος	ἄλγεα	I.1–5	Murray	yes
θυμός	θυμόν	I.1–5	Pope	no
θυμός	θυμόν	I.1–5	Murray	yes
νόστος	νόστον	I.1–5	Pope	yes
νόστος	νόστον	I.1–5	Murray	yes
ἑταῖρος	ἑταίρων	I.1–5	Pope	yes
ἑταῖρος	ἑταίρων	I.1–5	Murray	yes
ἑταῖρος	ἑτάρους	I.6–10	Pope	no
ἑταῖρος	ἑτάρους	I.6–10	Murray	yes
ἄρνυμαι	ἀρνύμενος	I.1–5	Pope	no
ἄρνυμαι	ἀρνύμενος	I.1–5	Murray	yes
ῥύομαι	ἐρρύσατο	I.6–10	Pope	no
ῥύομαι	ἐρρύσατο	I.6–10	Murray	yes
ἀτασθαλία	ἀτασθαλίῃσιν	I.6–10	Pope	yes
ἀτασθαλία	ἀτασθαλίῃσιν	I.6–10	Murray	yes
νήπιος	νήπιοι	I.6–10	Pope	no
νήπιος	νήπιοι	I.6–10	Murray	yes
βοῦς	βοῦς	I.6–10	Pope	yes
βοῦς	βοῦς	I.6–10	Murray	yes
ἐσθίω	ἤσθιον	I.6–10	Pope	yes
ἐσθίω	ἤσθιον	I.6–10	Murray	yes
ἀφαιρέω	ἀφείλετο	I.6–10	Pope	no
ἀφαιρέω	ἀφείλετο	I.6–10	Murray	yes
νόστιμος	νόστιμον	I.6–10	Pope	no
νόστιμος	νόστιμον	I.6–10	Murray	yes
αἰπύς	αἰπύν	I.11–15	Pope	yes
αἰπύς	αἰπύν	I.11–15	Murray	yes
πόλεμος	πόλεμον	I.11–15	Pope	no
πόλεμος	πόλεμον	I.11–15	Murray	yes
θάλασσα	θάλασσαν	I.11–15	Pope	no
θάλασσα	θάλασσαν	I.11–15	Murray	yes
χράομαι	κεχρημένον	I.11–15	Pope	no
χράομαι	κεχρημένον	I.11–15	Murray	yes
ἐρύκω	ἔρυκε	I.11–15	Pope	yes
ἐρύκω	ἔρυκε	I.11–15	Murray	yes
θεά	θεάων	I.11–15	Pope	no
θεά	θεάων	I.11–15	Murray	yes
γλαφυρός	γλαφυροῖσι	I.11–15	Pope	yes
γλαφυρός	γλαφυροῖσι	I.11–15	Murray	yes
λιλαίομαι	λιλαιομένη	I.11–15	Pope	yes
λιλαίομαι	λιλαιομένη	I.11–15	Murray	yes
πόσις	πόσιν	I.11–15	Pope	no
πόσις	πόσιν	I.11–15	Murray	yes
ἔρχομαι	ἦλθε	I.16–21	Pope	yes
ἔρχομαι	ἦλθε	I.16–21	Murray	yes
περιπέλομαι	περιπλομένων	I.16–21	Pope	yes
περιπέλομαι	περιπλομένων	I.16–21	Murray	yes
ἐνιαυτός	ἐνιαυτῶν	I.16–21	Pope	yes
ἐνιαυτός	ἐνιαυτῶν	I.16–21	Murray	yes
νέομαι	νέεσθαι	I.16–21	Pope	yes
νέομαι	νέεσθαι	I.16–21	Murray	yes
ἄεθλος	ἀέθλων	I.16–21	Pope	yes
ἄεθλος	ἀέθλων	I.16–21	Murray	yes
φίλος	φίλοισι	I.16–21	Pope	no
φίλος	φίλοισι	I.16–21	Murray	yes
ἐλεαίρω	ἐλέαιρον	I.16–21	Pope	yes
ἐλεαίρω	ἐλέαιρον	I.16–21	Murray	yes
μενεαίνω	μενέαινεν	I.16–21	Pope	yes
μενεαίνω	μενέαινεν	I.16–21	Murray	yes
ἀντίθεος	ἀντιθέῳ	I.16–21	Pope	yes
ἀντίθεος	ἀντιθέῳ	I.16–21	Murray	yes
γαῖα	γαῖαν	I.16–21	Pope	yes
γαῖα	γαῖαν	I.16–21	Murray	yes
μοῦσα	μοῦσα	I.1–5	Pope	yes
μοῦσα	μοῦσα	I.1–5	Murray	yes
μάλα	μάλα	I.1–5	Pope	no
μάλα	μάλα	I.1–5	Murray	yes
πολύς	πολλὰ	I.1–5	Pope	no
πολύς	πολλὰ	I.1–5	Murray	yes
Τροία	Τροίης	I.1–5	Pope	yes
Τροία	Τροίης	I.1–5	Murray	yes
πολύς	πολλῶν	I.1–5	Pope	no
πολύς	πολλῶν	I.1–5	Murray	yes
Ὑπερίων	Ὑπερίονος	I.6–10	Pope	no
Ὑπερίων	Ὑπερίονος	I.6–10	Murray	yes
Ἥλιος	Ἠελίοιο	I.6–10	Pope	yes
Ἥλιος	Ἠελίοιο	I.6–10	Murray	yes
ἁμόθεν	ἁμόθεν	I.6–10	Pope	no
ἁμόθεν	ἁμόθεν	I.6–10	Murray	yes
λέγω	εἰπὲ	I.6–10	Pope	yes
λέγω	εἰπὲ	I.6–10	Murray	yes
ἔνθα	Ἔνθ᾽	I.11–15	Pope	yes
ἔνθα	Ἔνθ᾽	I.11–15	Murray	yes
ἄλλος	ἄλλοι	I.11–15	Pope	yes
ἄλλος	ἄλλοι	I.11–15	Murray	yes
πᾶς	πάντες	I.11–15	Pope	yes
πᾶς	πάντες	I.11–15	Murray	yes
οἶκος	οἴκοι	I.11–15	Pope	no
οἶκος	οἴκοι	I.11–15	Murray	yes
εἰμί	ἔσαν	I.11–15	Pope	yes
εἰμί	ἔσαν	I.11–15	Murray	yes
φεύγω	πεφευγότες	I.11–15	Pope	yes
φεύγω	πεφευγότες	I.11–15	Murray	yes
οἶος	οἶον	I.11–15	Pope	yes
οἶος	οἶον	I.11–15	Murray	yes
πότνια	πότνι᾽	I.11–15	Pope	no
πότνια	πότνι᾽	I.11–15	Murray	yes
Καλυψώ	Καλυψὼ	I.11–15	Pope	yes
Καλυψώ	Καλυψὼ	I.11–15	Murray	yes
δῖος	δῖα	I.11–15	Pope	no
δῖος	δῖα	I.11–15	Murray	yes
οἶκος	οἶκόνδε	I.16–21	Pope	yes
οἶκος	οἶκόνδε	I.16–21	Murray	yes
Ἰθάκη	Ἰθάκην	I.16–21	Pope	yes
Ἰθάκη	Ἰθάκην	I.16–21	Murray	yes
ἅπας	ἅπαντες	I.16–21	Pope	yes
ἅπας	ἅπαντες	I.16–21	Murray	yes
Ποσειδῶν	Ποσειδάωνος	I.16–21	Pope	yes
Ποσειδῶν	Ποσειδάωνος	I.16–21	Murray	yes
ἀσπερχές	ἀσπερχὲς	I.16–21	Pope	yes
ἀσπερχές	ἀσπερχὲς	I.16–21	Murray	yes
πάρος	πάρος	I.16–21	Pope	yes
πάρος	πάρος	I.16–21	Murray	yes
ἀνήρ	Ἄνδρα	I.1–5	Πολυλάς	yes
γιγνώσκω	ἔγνω	I.1–5	Πολυλάς	yes
ἵημι	ἱέμενός	I.6–10	Πολυλάς	yes
θεός	θεά	I.6–10	Πολυλάς	yes
Ζεύς	Διός	I.6–10	Πολυλάς	yes
εἰμί	εἶναι	I.11–15	Πολυλάς	yes
ἔτος	ἔτος	I.16–21	Πολυλάς	yes
θεός	θεοὶ	I.16–21	Πολυλάς	yes
ἄνθρωπος	ἀνθρώπων	I.1–5	Πολυλάς	yes
πόντος	πόντῳ	I.1–5	Πολυλάς	yes
ἦμαρ	ἦμαρ	I.6–10	Πολυλάς	yes
θυγάτηρ	θύγατερ	I.6–10	Πολυλάς	yes
ὄλεθρος	ὄλεθρον	I.11–15	Πολυλάς	yes
γυνή	γυναικὸς	I.11–15	Πολυλάς	yes
νύμφη	νύμφη	I.11–15	Πολυλάς	yes
σπέος	σπέσσι	I.11–15	Πολυλάς	yes
ἄστυ	ἄστεα	I.1–5	Πολυλάς	yes
ψυχή	ψυχήν	I.1–5	Πολυλάς	yes
πλάζω	πλάγχθη	I.1–5	Πολυλάς	yes
ὁράω	ἴδεν	I.1–5	Πολυλάς	yes
πάσχω	πάθεν	I.1–5	Πολυλάς	yes
ἀπόλλυμι	ὄλοντο	I.6–10	Πολυλάς	yes
φεύγω	φύγον	I.11–15	Πολυλάς	yes
ἐπικλώθω	ἐπεκλώσαντο	I.16–21	Πολυλάς	yes
ἱκνέομαι	ἱκέσθαι	I.16–21	Πολυλάς	yes
ἐνέπω	ἔννεπε	I.1–5	Πολυλάς	yes
πολύτροπος	πολύτροπον	I.1–5	Πολυλάς	yes
ἱερός	ἱερόν	I.1–5	Πολυλάς	yes
πτολίεθρον	πτολίεθρον	I.1–5	Πολυλάς	yes
πέρθω	ἔπερσεν	I.1–5	Πολυλάς	yes
νοῦς	νόον	I.1–5	Πολυλάς	yes
ἄλγος	ἄλγεα	I.1–5	Πολυλάς	yes
θυμός	θυμόν	I.1–5	Πολυλάς	yes
νόστος	νόστον	I.1–5	Πολυλάς	yes
ἑταῖρος	ἑταίρων	I.1–5	Πολυλάς	yes
ἑταῖρος	ἑτάρους	I.6–10	Πολυλάς	yes
ἄρνυμαι	ἀρνύμενος	I.1–5	Πολυλάς	yes
ῥύομαι	ἐρρύσατο	I.6–10	Πολυλάς	yes
ἀτασθαλία	ἀτασθαλίῃσιν	I.6–10	Πολυλάς	yes
νήπιος	νήπιοι	I.6–10	Πολυλάς	yes
βοῦς	βοῦς	I.6–10	Πολυλάς	yes
ἐσθίω	ἤσθιον	I.6–10	Πολυλάς	yes
ἀφαιρέω	ἀφείλετο	I.6–10	Πολυλάς	yes
νόστιμος	νόστιμον	I.6–10	Πολυλάς	yes
αἰπύς	αἰπύν	I.11–15	Πολυλάς	yes
πόλεμος	πόλεμον	I.11–15	Πολυλάς	yes
θάλασσα	θάλασσαν	I.11–15	Πολυλάς	yes
χράομαι	κεχρημένον	I.11–15	Πολυλάς	yes
ἐρύκω	ἔρυκε	I.11–15	Πολυλάς	yes
θεά	θεάων	I.11–15	Πολυλάς	yes
γλαφυρός	γλαφυροῖσι	I.11–15	Πολυλάς	yes
λιλαίομαι	λιλαιομένη	I.11–15	Πολυλάς	yes
πόσις	πόσιν	I.11–15	Πολυλάς	yes
ἔρχομαι	ἦλθε	I.16–21	Πολυλάς	yes
περιπέλομαι	περιπλομένων	I.16–21	Πολυλάς	no
ἐνιαυτός	ἐνιαυτῶν	I.16–21	Πολυλάς	yes
νέομαι	νέεσθαι	I.16–21	Πολυλάς	yes
ἄεθλος	ἀέθλων	I.16–21	Πολυλάς	yes
φίλος	φίλοισι	I.16–21	Πολυλάς	yes
ἐλεαίρω	ἐλέαιρον	I.16–21	Πολυλάς	yes
μενεαίνω	μενέαινεν	I.16–21	Πολυλάς	yes
ἀντίθεος	ἀντιθέῳ	I.16–21	Πολυλάς	yes
γαῖα	γαῖαν	I.16–21	Πολυλάς	yes
μοῦσα	μοῦσα	I.1–5	Πολυλάς	yes
μάλα	μάλα	I.1–5	Πολυλάς	yes
πολύς	πολλὰ	I.1–5	Πολυλάς	yes
Τροία	Τροίης	I.1–5	Πολυλάς	yes
πολύς	πολλῶν	I.1–5	Πολυλάς	yes
Ὑπερίων	Ὑπερίονος	I.6–10	Πολυλάς	yes
Ἥλιος	Ἠελίοιο	I.6–10	Πολυλάς	yes
ἁμόθεν	ἁμόθεν	I.6–10	Πολυλάς	yes
λέγω	εἰπὲ	I.6–10	Πολυλάς	yes
ἔνθα	Ἔνθ᾽	I.11–15	Πολυλάς	yes
ἄλλος	ἄλλοι	I.11–15	Πολυλάς	yes
πᾶς	πάντες	I.11–15	Πολυλάς	yes
οἶκος	οἴκοι	I.11–15	Πολυλάς	yes
εἰμί	ἔσαν	I.11–15	Πολυλάς	yes
