lemma	form	stanza_ref	translator	reflected
ἀριπρεπής	ἀριπρεπές	IX.19–24	Вересаев	yes
ὑλήεις	ὑλήεσσα	IX.19–24	Жуковский	yes
ὑλήεις	ὑλήεσσα	IX.19–24	Вересаев	yes
χθαμαλός	χθαμαλή	IX.25–28	Жуковский	yes
χθαμαλός	χθαμαλή	IX.25–28	Вересаев	yes
ἅλς	ἁλί	IX.25–28	Жуковский	yes
ἅλς	ἁλί	IX.25–28	Вересаев	no
κεῖμαι	κεῖται	IX.25–28	Жуковский	yes
κεῖμαι	κεῖται	IX.25–28	Вересаев	yes
ἠώς	ἠῶ	IX.25–28	Жуковский	yes
ἠώς	ἠῶ	IX.25–28	Вересаев	yes
ἠέλιος	ἠέλιον	IX.25–28	Жуковский	yes
ἠέλιος	ἠέλιον	IX.25–28	Вересаев	yes
τρηχύς	τρηχεῖ᾽	IX.25–28	Жуковский	yes
τρηχύς	τρηχεῖ᾽	IX.25–28	Вересаев	yes
κουροτρόφος	κουροτρόφος	IX.25–28	Жуковский	yes
κουροτρόφος	κουροτρόφος	IX.25–28	Вересаев	yes
γλυκερός	γλυκερώτερον	IX.25–28	Жуковский	no
γλυκερός	γλυκερώτερον	IX.25–28	Вересаев	no
ὁράω	ἰδέσθαι	IX.25–28	Жуковский	no
ὁράω	ἰδέσθαι	IX.25–28	Вересаев	no
λιλαίομαι	λιλαιομένη	IX.29–33	Жуковский	no
λιλαίομαι	λιλαιομένη	IX.29–33	Вересаев	yes
πόσις	πόσιν	IX.29–33	Жуковский	yes
πόσις	πόσιν	IX.29–33	Вересаев	yes
εἰμί	εἶναι	IX.29–33	Жуковский	yes
εἰμί	εἶναι	IX.29–33	Вересаев	yes
κατερητύω	κατερήτυεν	IX.29–33	Жуковский	yes
κατερητύω	κατερήτυεν	IX.29–33	Вересаев	yes
μέγαρον	μεγάροισιν	IX.29–33	Жуковский	yes
μέγαρον	μεγάροισιν	IX.29–33	Вересаев	no
δολόεις	δολόεσσα	IX.29–33	Жуковский	yes
δολόεις	δολόεσσα	IX.29–33	Вересаев	yes
στῆθος	στήθεσσιν	IX.29–33	Жуковский	yes
στῆθος	στήθεσσιν	IX.29–33	Вересаев	yes
πείθω	ἔπειθον	IX.29–33	Жуковский	yes
πείθω	ἔπειθον	IX.29–33	Вересаев	yes
γλυκύς	γλύκιον	IX.34–38	Жуковский	yes
γλυκύς	γλύκιον	IX.34–38	Вересаев	yes
γίγνομαι	γίγνεται	IX.34–38	Жуковский	no
γίγνομαι	γίγνεται	IX.34–38	Вересаев	no
πίων	πίονα	IX.34–38	Жуковский	yes
πίων	πίονα	IX.34–38	Вересаев	yes
οἶκος	οἶκον	IX.34–38	Жуковский	yes
οἶκος	οἶκον	IX.34–38	Вересаев	yes
ἀλλοδαπός	ἀλλοδαπῇ	IX.34–38	Жуковский	yes
ἀλλοδαπός	ἀλλοδαπῇ	IX.34–38	Вересаев	yes
ναίω	ναίει	IX.34–38	Жуковский	yes
ναίω	ναίει	IX.34–38	Вересаев	yes
ἐννέπω	ἐνίσπω	IX.34–38	Жуковский	yes
ἐννέπω	ἐνίσπω	IX.34–38	Вересаев	yes
ἐφίημι	ἐφέηκεν	IX.34–38	Жуковский	yes
ἐφίημι	ἐφέηκεν	IX.34–38	Вересаев	yes
εἶμι	ἰόντι	IX.34–38	Жуковский	yes
εἶμι	ἰόντι	IX.34–38	Вересаев	yes
Ὀδυσσεύς	Ὀδυσεύς	IX.19–24	Жуковский	yes
Ὀδυσσεύς	Ὀδυσεύς	IX.19–24	Вересаев	yes
Λαερτιάδης	Λαερτιάδης	IX.19–24	Жуковский	yes
Λαερτιάδης	Λαερτιάδης	IX.19–24	Вересаев	yes
πᾶς	πᾶσι	IX.19–24	Жуковский	yes
πᾶς	πᾶσι	IX.19–24	Вересаев	yes
Ἰθάκη	Ἰθάκην	IX.19–24	Жуковский	yes
Ἰθάκη	Ἰθάκην	IX.19–24	Вересаев	yes
Νήριτος	Νήριτον	IX.19–24	Жуковский	yes
Νήριτος	Νήριτον	IX.19–24	Вересаев	yes
πολύς	πολλαί	IX.19–24	Жуковский	no
πολύς	πολλαί	IX.19–24	Вересаев	no
ναιετάω	ναιετάουσι	IX.19–24	Жуковский	yes
ναιετάω	ναιετάουσι	IX.19–24	Вересаев	yes
μάλα	μάλα	IX.19–24	Жуковский	no
μάλα	μάλα	IX.19–24	Вересаев	no
σχεδόν	σχεδόν	IX.19–24	Жуковский	yes
σχεδόν	σχεδόν	IX.19–24	Вересаев	yes
πανυπέρτατος	πανυπερτάτη	IX.25–28	Жуковский	yes
πανυπέρτατος	πανυπερτάτη	IX.25–28	Вересаев	no
ἄνευθε	ἄνευθε	IX.25–28	Жуковский	no
ἄνευθε	ἄνευθε	IX.25–28	Вересаев	no
ἄλλος	ἄλλο	IX.25–28	Жуковский	no
ἄλλος	ἄλλο	IX.25–28	Вересаев	no
αὐτόθι	αὐτόθ᾽	IX.29–33	Жуковский	no
αὐτόθι	αὐτόθ᾽	IX.29–33	Вересаев	yes
Καλυψώ	Καλυψώ	IX.29–33	Жуковский	yes
Καλυψώ	Καλυψώ	IX.29–33	Вересаев	yes
δῖος	δῖα	IX.29–33	Жуковский	yes
δῖος	δῖα	IX.29–33	Вересаев	no
ὣς	ὣς	IX.29–33	Жуковский	no
ὣς	ὣς	IX.29–33	Вересаев	yes
ὣς	ὣς	IX.34–38	Жуковский	no
ὣς	ὣς	IX.34–38	Вересаев	no
αὔτως	αὔτως	IX.29–33	Жуковский	no
αὔτως	αὔτως	IX.29–33	Вересаев	yes
Αἰαίη	Αἰαίη	IX.29–33	Жуковский	yes
Αἰαίη	Αἰαίη	IX.29–33	Вересаев	yes
ἐμός	ἐμόν	IX.29–33	Жуковский	yes
ἐμός	ἐμόν	IX.29–33	Вересаев	yes
ἐμός	ἐμόν	IX.34–38	Жуковский	yes
ἐμός	ἐμόν	IX.34–38	Вересаев	yes
ἀπόπροθι	ἀπόπροθι	IX.34–38	Жуковский	yes
ἀπόπροθι	ἀπόπροθι	IX.34–38	Вересаев	yes
γαῖα	γαίῃ	IX.34–38	Жуковский	yes
γαῖα	γαίῃ	IX.34–38	Вересаев	yes
ἀπάνευθε	ἀπάνευθε	IX.34–38	Жуковский	yes
ἀπάνευθε	ἀπάνευθε	IX.34–38	Вересаев	yes
Τροίηθεν	Τροίηθεν	IX.34–38	Жуковский	yes
Τροίηθεν	Τροίηθεν	IX.34–38	Вересаев	yes
