lemma	form	stanza_ref	translator	reflected
ἔνθα	Ἔνθ᾽	I.11–15	Вересаев	yes
ἄλλος	ἄλλοι	I.11–15	Жуковский	yes
ἄλλος	ἄλλοι	I.11–15	Вересаев	yes
πᾶς	πάντες	I.11–15	Жуковский	yes
πᾶς	πάντες	I.11–15	Вересаев	yes
οἶκος	οἴκοι	I.11–15	Жуковский	yes
οἶκος	οἴκοι	I.11–15	Вересаев	yes
εἰμί	ἔσαν	I.11–15	Жуковский	yes
εἰμί	ἔσαν	I.11–15	Вересаев	yes
φεύγω	πεφευγότες	I.11–15	Жуковский	yes
φεύγω	πεφευγότες	I.11–15	Вересаев	yes
οἶος	οἶον	I.11–15	Жуковский	yes
οἶος	οἶον	I.11–15	Вересаев	yes
Καλυψώ	Καλυψὼ	I.11–15	Жуковский	yes
Καλυψώ	Καλυψὼ	I.11–15	Вересаев	yes
δῖος	δῖα	I.11–15	Жуковский	yes
δῖος	δῖα	I.11–15	Вересаев	yes
οἶκος	οἶκόνδε	I.16–21	Жуковский	yes
οἶκος	οἶκόνδε	I.16–21	Вересаев	yes
Ἰθάκη	Ἰθάκην	I.16–21	Жуковский	yes
Ἰθάκη	Ἰθάκην	I.16–21	Вересаев	yes
ἅπας	ἅπαντες	I.16–21	Жуковский	yes
ἅπας	ἅπαντες	I.16–21	Вересаев	yes
ἀσπερχές	ἀσπερχὲς	I.16–21	Жуковский	yes
ἀσπερχές	ἀσπερχὲς	I.16–21	Вересаев	yes
πάρος	πάρος	I.16–21	Жуковский	yes
πάρος	πάρος	I.16–21	Вересаев	yes
πέρθω	ἔπερσεν	I.1–5	Жуковский	yes
πέρθω	ἔπερσεν	I.1–5	Вересаев	yes
ἐσθίω	ἤσθιον	I.6–10	Жуковский	yes
ἐσθίω	ἤσθιον	I.6–10	Вересаев	yes
θάλασσα	θάλασσαν	I.11–15	Жуковский	yes
θάλασσα	θάλασσαν	I.11–15	Вересаев	yes
πότνια	πότνι᾽	I.11–15	Жуковский	no
πότνια	πότνι᾽	I.11–15	Вересаев	yes
Ποσειδῶν	Ποσειδάωνος	I.16–21	Жуковский	yes
Ποσειδῶν	Ποσειδάωνος	I.16–21	Вересаев	yes
ἐγώ	μοι	I.1–5	Жуковский	
ἐγώ	μοι	I.1–5	Вересаев	
ὅς	ὃς	I.1–5	Жуковский	
ὅς	ὃς	I.1–5	Вересаев	
ὅς	ὅ	I.1–5	Жуковский	
ὅς	ὅ	I.1–5	Вересаев	
ὅς	ὅ	I.6–10	Жуковский	
ὅς	ὅ	I.6–10	Вересаев	
ὅς	ὅ	I.16–21	Жуковский	
ὅς	ὅ	I.16–21	Вересаев	
ὅς	ὃν	I.1–5	Жуковский	
ὅς	ὃν	I.1–5	Вересаев	
ὅς	ἥν	I.1–5	Жуковский	
ὅς	ἥν	I.1–5	Вересаев	
ὅς	ἥν	I.16–21	Жуковский	
ὅς	ἥν	I.16–21	Вересаев	
ὅς	ὣς	I.6–10	Жуковский	
ὅς	ὣς	I.6–10	Вересаев	
αὐτός	αὐτῶν	I.6–10	Жуковский	
αὐτός	αὐτῶν	I.6–10	Вересаев	
σφέτερος	σφετέρῃσιν	I.6–10	Жуковский	
σφέτερος	σφετέρῃσιν	I.6–10	Вересаев	
ὅς	οἳ	I.6–10	Жуковский	
ὅς	οἳ	I.6–10	Вересаев	
ὅς	οἳ	I.16–21	Жуковский	
ὅς	οἳ	I.16–21	Вересаев	
ὅς	ὁ	I.1–5	Жуковский	
ὅς	ὁ	I.1–5	Вересаев	
ὅς	ὁ	I.6–10	Жуковский	
ὅς	ὁ	I.6–10	Вересаев	
ὅς	ὁ	I.16–21	Жуковский	
ὅς	ὁ	I.16–21	Вересаев	
ὅ	τοῖσιν	I.6–10	Жуковский	
ὅ	τοῖσιν	I.6–10	Вересаев	
ὅ	τῶν	I.6–10	Жуковский	
ὅ	τῶν	I.6–10	Вересаев	
ἡμεῖς	ἡμῖν	I.6–10	Жуковский	
ἡμεῖς	ἡμῖν	I.6–10	Вересаев	
ὅσος	ὅσοι	I.11–15	Жуковский	
ὅσος	ὅσοι	I.11–15	Вересаев	
ὅ	τὸν	I.11–15	Жуковский	
ὅ	τὸν	I.11–15	Вересаев	
ὅ	τῷ	I.16–21	Жуковский	
ὅ	τῷ	I.16–21	Вересаев	
αὐτός	οἱ	I.6–10	Жуковский	
αὐτός	οἱ	I.6–10	Вересаев	
αὐτός	οἱ	I.16–21	Жуковский	
αὐτός	οἱ	I.16–21	Вересаев	
ὅς	οἷσι	I.16–21	Жуковский	
ὅς	οἷσι	I.16–21	Вересаев	
ὅς	ἣν	I.1–5	Жуковский	
ὅς	ἣν	I.1–5	Вересаев	
ὅς	ἣν	I.16–21	Жуковский	
ὅς	ἣν	I.16–21	Вересаев	
