lemma	form	stanza_ref	translator	reflected
ἀμάω	ἀμῶιεν	IX.134–139	Вересаев	yes
ἀμάω	ἀμῶιεν	IX.134–139	Стариковский	yes
πῖαρ	πῖαρ	IX.134–139	Жуковский	yes
πῖαρ	πῖαρ	IX.134–139	Вересаев	yes
πῖαρ	πῖαρ	IX.134–139	Стариковский	yes
οὖδας	οὖδας	IX.134–139	Жуковский	yes
οὖδας	οὖδας	IX.134–139	Вересаев	yes
οὖδας	οὖδας	IX.134–139	Стариковский	yes
λιμήν	λιμὴν	IX.134–139	Жуковский	yes
λιμήν	λιμὴν	IX.134–139	Вересаев	yes
λιμήν	λιμὴν	IX.134–139	Стариковский	yes
εὔορμος	εὔορμος	IX.134–139	Жуковский	yes
εὔορμος	εὔορμος	IX.134–139	Вересаев	yes
εὔορμος	εὔορμος	IX.134–139	Стариковский	yes
χρεώ	χρεὼ	IX.134–139	Жуковский	yes
χρεώ	χρεὼ	IX.134–139	Вересаев	yes
χρεώ	χρεὼ	IX.134–139	Стариковский	yes
πεῖσμα	πείσματός	IX.134–139	Жуковский	yes
πεῖσμα	πείσματός	IX.134–139	Вересаев	yes
πεῖσμα	πείσματός	IX.134–139	Стариковский	yes
εὐνή	εὐνὰς	IX.134–139	Жуковский	yes
εὐνή	εὐνὰς	IX.134–139	Вересаев	yes
εὐνή	εὐνὰς	IX.134–139	Стариковский	yes
βάλλω	βαλέειν	IX.134–139	Жуковский	yes
βάλλω	βαλέειν	IX.134–139	Вересаев	yes
βάλλω	βαλέειν	IX.134–139	Стариковский	no
πρυμνήσιον	πρυμνήσι᾽	IX.134–139	Жуковский	no
πρυμνήσιον	πρυμνήσι᾽	IX.134–139	Вересаев	yes
πρυμνήσιον	πρυμνήσι᾽	IX.134–139	Стариковский	yes
ἀνάπτω	ἀνάψαι	IX.134–139	Жуковский	yes
ἀνάπτω	ἀνάψαι	IX.134–139	Вересаев	yes
ἀνάπτω	ἀνάψαι	IX.134–139	Стариковский	yes
ἐπικέλλω	ἐπικέλσαντας	IX.134–139	Жуковский	no
ἐπικέλλω	ἐπικέλσαντας	IX.134–139	Вересаев	yes
ἐπικέλλω	ἐπικέλσαντας	IX.134–139	Стариковский	yes
μένω	μεῖναι	IX.134–139	Жуковский	yes
μένω	μεῖναι	IX.134–139	Вересаев	yes
μένω	μεῖναι	IX.134–139	Стариковский	yes
χρόνος	χρόνον	IX.134–139	Жуковский	no
χρόνος	χρόνον	IX.134–139	Вересаев	no
χρόνος	χρόνον	IX.134–139	Стариковский	no
ἐποτρύνω	ἐποτρύνηι	IX.134–139	Жуковский	yes
ἐποτρύνω	ἐποτρύνηι	IX.134–139	Вересаев	yes
ἐποτρύνω	ἐποτρύνηι	IX.134–139	Стариковский	yes
ἐπιπνέω	ἐπιπνεύσωσιν	IX.134–139	Жуковский	yes
ἐπιπνέω	ἐπιπνεύσωσιν	IX.134–139	Вересаев	yes
ἐπιπνέω	ἐπιπνεύσωσιν	IX.134–139	Стариковский	yes
ἀήτης	ἀῆται	IX.134–139	Жуковский	yes
ἀήτης	ἀῆται	IX.134–139	Вересаев	yes
ἀήτης	ἀῆται	IX.134–139	Стариковский	yes
κράς	κρατὸς	IX.140–141	Жуковский	yes
κράς	κρατὸς	IX.140–141	Вересаев	yes
κράς	κρατὸς	IX.140–141	Стариковский	yes
λιμήν	λιμένος	IX.140–141	Жуковский	yes
λιμήν	λιμένος	IX.140–141	Вересаев	yes
λιμήν	λιμένος	IX.140–141	Стариковский	yes
ῥέω	ῥέει	IX.140–141	Жуковский	yes
ῥέω	ῥέει	IX.140–141	Вересаев	yes
ῥέω	ῥέει	IX.140–141	Стариковский	yes
ἀγλαός	ἀγλαὸν	IX.140–141	Жуковский	yes
ἀγλαός	ἀγλαὸν	IX.140–141	Вересаев	yes
ἀγλαός	ἀγλαὸν	IX.140–141	Стариковский	yes
ὕδωρ	ὕδωρ	IX.140–141	Жуковский	yes
ὕδωρ	ὕδωρ	IX.140–141	Вересаев	yes
ὕδωρ	ὕδωρ	IX.140–141	Стариковский	yes
κρήνη	κρήνη	IX.140–141	Жуковский	yes
κρήνη	κρήνη	IX.140–141	Вересаев	yes
κρήνη	κρήνη	IX.140–141	Стариковский	yes
σπέος	σπείους	IX.140–141	Жуковский	yes
σπέος	σπείους	IX.140–141	Вересаев	yes
σπέος	σπείους	IX.140–141	Стариковский	yes
αἴγειρος	αἴγειροι	IX.140–141	Жуковский	yes
αἴγειρος	αἴγειροι	IX.140–141	Вересаев	yes
αἴγειρος	αἴγειροι	IX.140–141	Стариковский	yes
φύω	πεφύασιν	IX.140–141	Жуковский	no
φύω	πεφύασιν	IX.140–141	Вересаев	yes
φύω	πεφύασιν	IX.140–141	Стариковский	no
ἔνθα	ἔνθα	IX.142–145	Жуковский	yes
ἔνθα	ἔνθα	IX.142–145	Вересаев	yes
ἔνθα	ἔνθα	IX.142–145	Стариковский	yes
ἔνθα	ἔνθα	IX.146–151	Жуковский	no
ἔνθα	ἔνθα	IX.146–151	Вересаев	no
ἔνθα	ἔνθα	IX.146–151	Стариковский	no
καταπλέω	κατεπλέομεν	IX.142–145	Жуковский	yes
καταπλέω	κατεπλέομεν	IX.142–145	Вересаев	yes
καταπλέω	κατεπλέομεν	IX.142–145	Стариковский	yes
ἡγεμονεύω	ἡγεμόνευεν	IX.142–145	Жуковский	yes
ἡγεμονεύω	ἡγεμόνευεν	IX.142–145	Вересаев	yes
ἡγεμονεύω	ἡγεμόνευεν	IX.142–145	Стариковский	yes
νύξ	νύκτα	IX.142–145	Жуковский	yes
νύξ	νύκτα	IX.142–145	Вересаев	yes
νύξ	νύκτα	IX.142–145	Стариковский	yes
ὀρφναῖος	ὀρφναίην	IX.142–145	Жуковский	yes
ὀρφναῖος	ὀρφναίην	IX.142–145	Вересаев	yes
ὀρφναῖος	ὀρφναίην	IX.142–145	Стариковский	yes
προφαίνομαι	προυφαίνετ᾽	IX.142–145	Жуковский	yes
προφαίνομαι	προυφαίνετ᾽	IX.142–145	Вересаев	yes
προφαίνομαι	προυφαίνετ᾽	IX.142–145	Стариковский	yes
ὁράω	ἰδέσθαι	IX.142–145	Жуковский	yes
ὁράω	ἰδέσθαι	IX.142–145	Вересаев	yes
ὁράω	ἰδέσθαι	IX.142–145	Стариковский	yes
ἀήρ	ἀήρ	IX.142–145	Жуковский	yes
ἀήρ	ἀήρ	IX.142–145	Вересаев	yes
ἀήρ	ἀήρ	IX.142–145	Стариковский	yes
ναῦς	νηυσί	IX.142–145	Жуковский	yes
ναῦς	νηυσί	IX.142–145	Вересаев	yes
ναῦς	νηυσί	IX.142–145	Стариковский	yes
ναῦς	νηυσί	IX.146–151	Жуковский	yes
ναῦς	νηυσί	IX.146–151	Вересаев	yes
ναῦς	νηυσί	IX.146–151	Стариковский	yes
βαθύς	βαθεῖ᾽	IX.142–145	Жуковский	no
βαθύς	βαθεῖ᾽	IX.142–145	Вересаев	no
βαθύς	βαθεῖ᾽	IX.142–145	Стариковский	yes
εἰμί	ἦν	IX.142–145	Жуковский	no
εἰμί	ἦν	IX.142–145	Вересаев	no
εἰμί	ἦν	IX.142–145	Стариковский	yes
σελήνη	σελήνη	IX.142–145	Жуковский	yes
σελήνη	σελήνη	IX.142–145	Вересаев	yes
σελήνη	σελήνη	IX.142–145	Стариковский	yes
οὐρανόθεν	οὐρανόθεν	IX.142–145	Жуковский	yes
οὐρανόθεν	οὐρανόθεν	IX.142–145	Вересаев	yes
οὐρανόθεν	οὐρανόθεν	IX.142–145	Стариковский	yes
προφαίνω	προύφαινε	IX.142–145	Жуковский	yes
προφαίνω	προύφαινε	IX.142–145	Вересаев	yes
προφαίνω	προύφαινε	IX.142–145	Стариковский	yes
κατέχω	κατείχετο	IX.142–145	Жуковский	yes
κατέχω	κατείχετο	IX.142–145	Вересаев	yes
κατέχω	κατείχετο	IX.142–145	Стариковский	yes
νέφος	νεφέεσσιν	IX.142–145	Жуковский	yes
νέφος	νεφέεσσιν	IX.142–145	Вересаев	yes
νέφος	νεφέεσσιν	IX.142–145	Стариковский	yes
ἔνθα	ἔνθ᾽	IX.146–151	Жуковский	no
ἔνθα	ἔνθ᾽	IX.146–151	Вересаев	no
ἔνθα	ἔνθ᾽	IX.146–151	Стариковский	no
δέρκομαι	ἐσέδρακεν	IX.146–151	Жуковский	yes
δέρκομαι	ἐσέδρακεν	IX.146–151	Вересаев	yes
δέρκομαι	ἐσέδρακεν	IX.146–151	Стариковский	yes
ὀφθαλμός	ὀφθαλμοῖσιν	IX.146–151	Жуковский	yes
ὀφθαλμός	ὀφθαλμοῖσιν	IX.146–151	Вересаев	yes
ὀφθαλμός	ὀφθαλμοῖσιν	IX.146–151	Стариковский	no
κῦμα	κύματα	IX.146–151	Жуковский	yes
κῦμα	κύματα	IX.146–151	Вересаев	yes
κῦμα	κύματα	IX.146–151	Стариковский	yes
μακρός	μακρὰ	IX.146–151	Жуковский	yes
μακρός	μακρὰ	IX.146–151	Вересаев	no
μακρός	μακρὰ	IX.146–151	Стариковский	yes
κυλίνδω	κυλινδόμενα	IX.146–151	Жуковский	no
κυλίνδω	κυλινδόμενα	IX.146–151	Вересаев	no
κυλίνδω	κυλινδόμενα	IX.146–151	Стариковский	no
χέρσος	χέρσον	IX.146–151	Жуковский	yes
χέρσος	χέρσον	IX.146–151	Вересаев	yes
χέρσος	χέρσον	IX.146–151	Стариковский	yes
εἰσοράω	εἰσίδομεν	IX.146–151	Жуковский	yes
εἰσοράω	εἰσίδομεν	IX.146–151	Вересаев	yes
εἰσοράω	εἰσίδομεν	IX.146–151	Стариковский	yes
ναῦς	νῆας	IX.146–151	Жуковский	no
ναῦς	νῆας	IX.146–151	Вересаев	yes
ναῦς	νῆας	IX.146–151	Стариковский	yes
ἐΰσσελμος	ἐϋσσέλμους	IX.146–151	Жуковский	no
ἐΰσσελμος	ἐϋσσέλμους	IX.146–151	Вересаев	yes
ἐΰσσελμος	ἐϋσσέλμους	IX.146–151	Стариковский	yes
ἐπικέλλω	ἐπικέλσαι	IX.146–151	Жуковский	yes
ἐπικέλλω	ἐπικέλσαι	IX.146–151	Вересаев	yes
ἐπικέλλω	ἐπικέλσαι	IX.146–151	Стариковский	yes
κέλλω	κελσάσηισι	IX.146–151	Жуковский	yes
κέλλω	κελσάσηισι	IX.146–151	Вересаев	yes
κέλλω	κελσάσηισι	IX.146–151	Стариковский	yes
καθαιρέω	καθείλομεν	IX.146–151	Жуковский	yes
καθαιρέω	καθείλομεν	IX.146–151	Вересаев	yes
καθαιρέω	καθείλομεν	IX.146–151	Стариковский	yes
ἱστίον	ἱστία	IX.146–151	Жуковский	yes
ἱστίον	ἱστία	IX.146–151	Вересаев	yes
ἱστίον	ἱστία	IX.146–151	Стариковский	yes
βαίνω	βῆμεν	IX.146–151	Жуковский	yes
βαίνω	βῆμεν	IX.146–151	Вересаев	yes
βαίνω	βῆμεν	IX.146–151	Стариковский	yes
ῥηγμίν	ῥηγμῖνι	IX.146–151	Жуковский	yes
ῥηγμίν	ῥηγμῖνι	IX.146–151	Вересаев	yes
ῥηγμίν	ῥηγμῖνι	IX.146–151	Стариковский	yes
θάλασσα	θαλάσσης	IX.146–151	Жуковский	no
θάλασσα	θαλάσσης	IX.146–151	Вересаев	yes
θάλασσα	θαλάσσης	IX.146–151	Стариковский	yes
ἀποβρίζω	ἀποβρίξαντες	IX.146–151	Жуковский	yes
ἀποβρίζω	ἀποβρίξαντες	IX.146–151	Вересаев	yes
ἀποβρίζω	ἀποβρίξαντες	IX.146–151	Стариковский	yes
μένω	ἐμείναμεν	IX.146–151	Жуковский	yes
μένω	ἐμείναμεν	IX.146–151	Вересаев	yes
μένω	ἐμείναμεν	IX.146–151	Стариковский	yes
δῖος	δῖαν	IX.146–151	Жуковский	no
δῖος	δῖαν	IX.146–151	Вересаев	yes
δῖος	δῖαν	IX.146–151	Стариковский	yes
