lemma	form	stanza_ref	translator	reflected
δηϊόω	δῃωθέντες	IX.62–66	Жуковский	yes
δηϊόω	δῃωθέντες	IX.62–66	Вересаев	yes
ναῦς	νηυσὶ	IX.67–71	Жуковский	no
ναῦς	νηυσὶ	IX.67–71	Вересаев	yes
ἐπορνύμι	ἐπῶρσ᾽	IX.67–71	Жуковский	yes
ἐπορνύμι	ἐπῶρσ᾽	IX.67–71	Вересаев	yes
ἄνεμος	ἄνεμον	IX.67–71	Жуковский	yes
ἄνεμος	ἄνεμον	IX.67–71	Вересаев	yes
νεφεληγερέτα	νεφεληγερέτα	IX.67–71	Жуковский	yes
νεφεληγερέτα	νεφεληγερέτα	IX.67–71	Вересаев	yes
λαῖλαψ	λαίλαπι	IX.67–71	Жуковский	yes
λαῖλαψ	λαίλαπι	IX.67–71	Вересаев	yes
θεσπέσιος	θεσπεσίῃ	IX.67–71	Жуковский	no
θεσπέσιος	θεσπεσίῃ	IX.67–71	Вересаев	yes
νεφέλη	νεφέεσσι	IX.67–71	Жуковский	yes
νεφέλη	νεφέεσσι	IX.67–71	Вересаев	no
καλύπτω	κάλυψε	IX.67–71	Жуковский	yes
καλύπτω	κάλυψε	IX.67–71	Вересаев	yes
γαῖα	γαῖαν	IX.67–71	Жуковский	yes
γαῖα	γαῖαν	IX.67–71	Вересаев	yes
γαῖα	γαῖαν	IX.79–81	Жуковский	yes
γαῖα	γαῖαν	IX.79–81	Вересаев	yes
ὁμοῦ	ὁμοῦ	IX.67–71	Жуковский	no
ὁμοῦ	ὁμοῦ	IX.67–71	Вересаев	no
ὁμοῦ	ὁμοῦ	IX.72–75	Жуковский	no
ὁμοῦ	ὁμοῦ	IX.72–75	Вересаев	no
πόντος	πόντον	IX.67–71	Жуковский	yes
πόντος	πόντον	IX.67–71	Вересаев	yes
ὄρνυμι	ὀρώρει	IX.67–71	Жуковский	yes
ὄρνυμι	ὀρώρει	IX.67–71	Вересаев	yes
οὐρανόθεν	οὐρανόθεν	IX.67–71	Жуковский	yes
οὐρανόθεν	οὐρανόθεν	IX.67–71	Вересаев	yes
νύξ	νύξ	IX.67–71	Жуковский	yes
νύξ	νύξ	IX.67–71	Вересаев	yes
ἔπειτα	ἔπειτ᾽	IX.67–71	Жуковский	no
ἔπειτα	ἔπειτ᾽	IX.67–71	Вересаев	no
φέρω	ἐφέροντ᾽	IX.67–71	Жуковский	yes
φέρω	ἐφέροντ᾽	IX.67–71	Вересаев	yes
ἐπικάρσιος	ἐπικάρσιαι	IX.67–71	Жуковский	no
ἐπικάρσιος	ἐπικάρσιαι	IX.67–71	Вересаев	no
ἱστίον	ἱστία	IX.67–71	Жуковский	yes
ἱστίον	ἱστία	IX.67–71	Вересаев	yes
ἱστίον	ἱστία	IX.76–78	Жуковский	no
ἱστίον	ἱστία	IX.76–78	Вересаев	no
τριχθά	τριχθά	IX.67–71	Жуковский	yes
τριχθά	τριχθά	IX.67–71	Вересаев	yes
τετραχθά	τετραχθὰ	IX.67–71	Жуковский	yes
τετραχθά	τετραχθὰ	IX.67–71	Вересаев	yes
διασχίζω	διέσχισεν	IX.67–71	Жуковский	yes
διασχίζω	διέσχισεν	IX.67–71	Вересаев	yes
ἴς	ἲς	IX.67–71	Жуковский	yes
ἴς	ἲς	IX.67–71	Вересаев	no
ἄνεμος	ἀνέμοιο	IX.67–71	Жуковский	yes
ἄνεμος	ἀνέμοιο	IX.67–71	Вересаев	yes
ναῦς	νῆας	IX.72–75	Жуковский	yes
ναῦς	νῆας	IX.72–75	Вересаев	yes
καθίημι	κάθεμεν	IX.72–75	Жуковский	yes
καθίημι	κάθεμεν	IX.72–75	Вересаев	yes
δείδω	δείσαντες	IX.72–75	Жуковский	no
δείδω	δείσαντες	IX.72–75	Вересаев	yes
ὄλεθρος	ὄλεθρον	IX.72–75	Жуковский	yes
ὄλεθρος	ὄλεθρον	IX.72–75	Вересаев	yes
ἐσσυμένως	ἐσσυμένως	IX.72–75	Жуковский	no
ἐσσυμένως	ἐσσυμένως	IX.72–75	Вересаев	no
προερέσσω	προερέσσαμεν	IX.72–75	Жуковский	yes
προερέσσω	προερέσσαμεν	IX.72–75	Вересаев	yes
ἤπειρος	ἤπειρόνδε	IX.72–75	Жуковский	yes
ἤπειρος	ἤπειρόνδε	IX.72–75	Вересаев	yes
ἔνθα	ἔνθα	IX.72–75	Жуковский	yes
ἔνθα	ἔνθα	IX.72–75	Вересаев	no
νύξ	νύκτας	IX.72–75	Жуковский	yes
νύξ	νύκτας	IX.72–75	Вересаев	yes
ἦμαρ	ἤματα	IX.72–75	Жуковский	yes
ἦμαρ	ἤματα	IX.72–75	Вересаев	yes
συνεχής	συνεχὲς	IX.72–75	Жуковский	no
συνεχής	συνεχὲς	IX.72–75	Вересаев	yes
αἰεί	αἰεὶ	IX.72–75	Жуковский	no
αἰεί	αἰεὶ	IX.72–75	Вересаев	yes
κεῖμαι	κείμεθ᾽	IX.72–75	Жуковский	no
κεῖμαι	κείμεθ᾽	IX.72–75	Вересаев	yes
κάματος	καμάτῳ	IX.72–75	Жуковский	yes
κάματος	καμάτῳ	IX.72–75	Вересаев	yes
ἄλγος	ἄλγεσι	IX.72–75	Жуковский	yes
ἄλγος	ἄλγεσι	IX.72–75	Вересаев	yes
θυμός	θυμὸν	IX.72–75	Жуковский	yes
θυμός	θυμὸν	IX.72–75	Вересаев	yes
ἔδω	ἔδοντες	IX.72–75	Жуковский	no
ἔδω	ἔδοντες	IX.72–75	Вересаев	yes
τρίτος	τρίτον	IX.76–78	Жуковский	yes
τρίτος	τρίτον	IX.76–78	Вересаев	yes
ἐυπλόκαμος	ἐυπλόκαμος	IX.76–78	Жуковский	yes
ἐυπλόκαμος	ἐυπλόκαμος	IX.76–78	Вересаев	yes
τελέω	τέλεσ᾽	IX.76–78	Жуковский	yes
τελέω	τέλεσ᾽	IX.76–78	Вересаев	yes
ἱστός	ἱστοὺς	IX.76–78	Жуковский	yes
ἱστός	ἱστοὺς	IX.76–78	Вересаев	yes
ἵστημι	στησάμενοι	IX.76–78	Жуковский	yes
ἵστημι	στησάμενοι	IX.76–78	Вересаев	yes
λευκός	λεύκ᾽	IX.76–78	Жуковский	no
λευκός	λεύκ᾽	IX.76–78	Вересаев	no
ἐρύω	ἐρύσαντες	IX.76–78	Жуковский	yes
ἐρύω	ἐρύσαντες	IX.76–78	Вересаев	yes
ἧμαι	ἥμεθα	IX.76–78	Жуковский	yes
ἧμαι	ἥμεθα	IX.76–78	Вересаев	yes
κυβερνήτης	κυβερνῆταί	IX.76–78	Жуковский	no
κυβερνήτης	κυβερνῆταί	IX.76–78	Вересаев	yes
ἰθύνω	ἴθυνον	IX.76–78	Жуковский	yes
ἰθύνω	ἴθυνον	IX.76–78	Вересаев	yes
ἀσκηθής	ἀσκηθὴς	IX.79–81	Жуковский	yes
ἀσκηθής	ἀσκηθὴς	IX.79–81	Вересаев	yes
ἱκνέομαι	ἱκόμην	IX.79–81	Жуковский	yes
ἱκνέομαι	ἱκόμην	IX.79–81	Вересаев	yes
πατρίς	πατρίδα	IX.79–81	Жуковский	yes
πατρίς	πατρίδα	IX.79–81	Вересаев	yes
κῦμα	κῦμα	IX.79–81	Жуковский	yes
κῦμα	κῦμα	IX.79–81	Вересаев	yes
ῥόος	ῥόος	IX.79–81	Жуковский	no
ῥόος	ῥόος	IX.79–81	Вересаев	yes
περιγνάμπτω	περιγνάμπτοντα	IX.79–81	Жуковский	yes
περιγνάμπτω	περιγνάμπτοντα	IX.79–81	Вересаев	yes
ἀπωθέω	ἀπέωσε	IX.79–81	Жуковский	yes
ἀπωθέω	ἀπέωσε	IX.79–81	Вересаев	yes
παραπλάζω	παρέπλαγξεν	IX.79–81	Жуковский	yes
παραπλάζω	παρέπλαγξεν	IX.79–81	Вересаев	yes
