form	lemma	pos	context	meaning
τρηχεῖ᾽	τρηχύς	adj	IX.27: τρηχεῖ', ἀλλ' ἀγαθὴ κουροτρόφος	rugged, rough, rocky (nominative singular feminine)
κουροτρόφος	κουροτρόφος	adj	IX.27: τρηχεῖ', ἀλλ' ἀγαθὴ κουροτρόφος	rearing youths, nurturing the young (nominative singular feminine)
γλυκερώτερον	γλυκερός	adj	IX.28: δύναμαι γλυκερώτερον ἄλλο ἰδέσθαι	sweeter, more pleasant (comparative degree of γλυκερός)
ἰδέσθαι	ὁράω	verb	IX.28: δύναμαι γλυκερώτερον ἄλλο ἰδέσθαι	"to see (aorist infinitive of ὁράω, ""to see"")"
λιλαιομένη	λιλαίομαι	verb	IX.30: λιλαιομένη πόσιν εἶναι	wishing, longing (present participle, middle voice, nominative singular feminine of λιλαίομαι) + accusative-with-infinitive construction
πόσιν	πόσις	noun	IX.30: λιλαιομένη πόσιν εἶναι	husband (accusative singular of πόσις)
εἶναι	εἰμί	verb	IX.30: λιλαιομένη πόσιν εἶναι	"here ""that he might be"" (infinitive of εἰμί)"
κατερήτυεν	κατερητύω	verb	IX.31: Κίρκη κατερήτυεν ἐν μεγάροισιν	was holding back, detaining (3rd person singular imperfect of κατερητύω)
μεγάροισιν	μέγαρον	noun	IX.31: Κίρκη κατερήτυεν ἐν μεγάροισιν	halls, palace (dative plural of μέγαρον)
δολόεσσα	δολόεις	adj	IX.32: Αἰαίη, δολόεσσα	cunning, crafty (nominative singular feminine)
στήθεσσιν	στῆθος	noun	IX.33: ἐμὸν οὔ ποτε θυμὸν ἐνὶ στήθεσσιν ἔπειθον	breast, chest (dative plural of στῆθος)
ἔπειθον	πείθω	verb	IX.33: ἐμὸν οὔ ποτε θυμὸν ἐνὶ στήθεσσιν ἔπειθον	were persuading, were winning over (3rd person plural imperfect of πείθω)
γλύκιον	γλυκύς	adj	IX.34: ὣς οὐδὲν γλύκιον ἧς πατρίδος	sweeter, more pleasant (comparative degree of γλυκύς)
γίγνεται	γίγνομαι	verb	IX.35: γίγνεται, εἴ περ τις καὶ ἀπόπροθι πίονα οἶκον	happens, turns out, becomes (3rd person singular present of γίγνομαι)
πίονα	πίων	adj	IX.35: εἴ περ τις καὶ ἀπόπροθι πίονα οἶκον	rich, abundant, fertile (accusative singular masculine of πίων)
οἶκον	οἶκος	noun	IX.35: εἴ περ τις καὶ ἀπόπροθι πίονα οἶκον	house, household, estate (accusative singular of οἶκος)
ἀλλοδαπῇ	ἀλλοδαπός	adj	IX.36: γαίῃ ἐν ἀλλοδαπῇ ναίει	foreign, alien (dative singular feminine of ἀλλοδαπός)
ναίει	ναίω	verb	IX.36: γαίῃ ἐν ἀλλοδαπῇ ναίει ἀπάνευθε τοκήων	dwells, inhabits (3rd person singular present of ναίω)
πολυκηδέα	πολυκηδής	adj	IX.37: νόστον ἐμὸν πολυκηδέ' ἐνίσπω	much-suffering, sorrowful
ἐνίσπω	ἐννέπω	verb	IX.37: νόστον ἐμὸν πολυκηδέ' ἐνίσπω	I will tell, I will relate (1st person singular, subjunctive)
ἐφέηκεν	ἐφίημι	verb	IX.38: ὅν μοι Ζεὺς ἐφέηκε κιόντι ἀπὸ Τροίηθεν	sent, allowed, ordained (aorist of ἐφίημι)
ἰόντι	εἶμι	verb	IX.38: ἐφέηκε κιόντι ἀπὸ Τροίηθεν	"to the one going, departing (dative singular participle of εἶμι, ""to go"")"
Ὀδυσεύς	Ὀδυσσεύς	name	IX.19: εἴμ' Ὀδυσεὺς Λαερτιάδης	Odysseus (nominative singular)
Λαερτιάδης	Λαερτιάδης	name	IX.19: εἴμ' Ὀδυσεὺς Λαερτιάδης	son of Laertes (nominative singular; the suffix -ίδης denotes descent)
ὃς	ὅς	pronoun	IX.19: ὃς πᾶσι δόλοισιν ἀνθρώποισι μέλω	who (relative pronoun, nominative singular masculine)
πᾶσι	πᾶς	adj	IX.19: ὃς πᾶσι δόλοισιν	"to all, by every kind of (dative plural of πᾶς, ""all"")"
καί	καί	conj	IX.20: καί μευ κλέος οὐρανὸν ἵκει	and
μευ	ἐγώ	pronoun	IX.20: καί μευ κλέος οὐρανὸν ἵκει	my, of me (genitive of ἐγώ)
δ᾽	δέ	particle	IX.21: ναιετάω δ' Ἰθάκην εὐδείελον	and, but
Ἰθάκην	Ἰθάκη	name	IX.21: ναιετάω δ' Ἰθάκην εὐδείελον	Ithaca (accusative singular)
ἐν	ἐν	prep	IX.21: ἐν δ' ὄρος αὐτῇ Νήριτον	in, on
αὐτῇ	αὐτός	pronoun	IX.21: ἐν δ' ὄρος αὐτῇ Νήριτον	on it (dative singular of αὐτή)
Νήριτον	Νήριτος	name	IX.22: ἐν δ' ὄρος αὐτῇ Νήριτον εἰνοσίφυλλον	Neriton (nominative singular; a mountain's name)
ἀμφί	ἀμφί	prep	IX.22: ἀμφὶ δὲ νῆσοι πολλαί	around
πολλαί	πολύς	adj	IX.22: ἀμφὶ δὲ νῆσοι πολλαί	many (nominative plural feminine of πολύς)
ναιετάουσι	ναιετάω	verb	IX.22: πολλαὶ ναιετάουσι μάλα σχεδὸν	dwell, lie inhabited (3rd person plural present of ναιετάω)
μάλα	μάλα	adv	IX.23: ναιετάουσι μάλα σχεδὸν	very
σχεδόν	σχεδόν	adv	IX.23: μάλα σχεδὸν ἀλλήλῃσι	near, close
τε	τε	particle	IX.23: ἀλλήλῃσι τε καί	and
αὐτή	αὐτός	pronoun	IX.25: αὐτὴ δὲ χθαμαλὴ	itself (nominative singular feminine of αὐτός)
πανυπερτάτη	πανυπέρτατος	adj	IX.25: αὐτὴ δὲ χθαμαλὴ πανυπερτάτη εἰν ἁλὶ κεῖται	farthest, most remote (nominative singular feminine, superlative)
εἰν	ἐν	prep	IX.25: εἰν ἁλὶ κεῖται	in
πρός	πρός	prep	IX.26: πρὸς ζόφον ἠῶ τ' ἠέλιόν τε	toward
αἱ	ὅ	pronoun	IX.26: αἱ δ' ἄνευθε πρὸς ἠῶ	they, those (nominative plural feminine of the article)
τ᾽	τε	particle	IX.26: ἠῶ τ' ἠέλιόν τε	and
ἄνευθε	ἄνευθε	adv	IX.26: αἱ δ' ἄνευθε πρὸς ἠῶ	far away, at a distance (adverb)
ἀλλ᾽	ἀλλά	conj	IX.27: τρηχεῖ', ἀλλ' ἀγαθὴ κουροτρόφος	but
οὔ	οὐ	particle	IX.28: οὔ τοι ἐγώ γε ἧς γαίης	not
τοι	τοι	particle	IX.28: οὔ τοι ἐγώ γε ἧς γαίης	indeed, surely, certainly (emphatic particle)
ἐγώ	ἐγώ	pronoun	IX.28: οὔ τοι ἐγώ γε ἧς γαίης	I
γε	γε	particle	IX.28: οὔ τοι ἐγώ γε ἧς γαίης	at least
ἧς	ὅς	pronoun	IX.28: ἧς γαίης δύναμαι	his own (genitive singular feminine of the relative pronoun ὅς)
ἄλλο	ἄλλος	adj	IX.28: δύναμαι γλυκερώτερον ἄλλο ἰδέσθαι	another, other (accusative singular neuter of ἄλλος)
ἦ	ἦ	particle	IX.29: ἦ μέν μ' αὐτόθ' ἔρυκε	truly, indeed
μέν	μέν	particle	IX.29: ἦ μέν μ' αὐτόθ' ἔρυκε	particle signaling that a contrast will follow, matched later by δέ
μ᾽	ἐγώ	pronoun	IX.29: ἦ μέν μ' αὐτόθ' ἔρυκε	me (accusative singular of ἐγώ)
αὐτόθ᾽	αὐτόθι	adv	IX.29: μέν μ' αὐτόθ' ἔρυκε	there, in that very place (adverb)
Καλυψώ	Καλυψώ	name	IX.29: ἔρυκε Καλυψώ, δῖα θεάων	"Calypso (nominative singular), cf. καλύπτω, ""to hide, conceal"""
δῖα	δῖος	adj	IX.29: Καλυψώ, δῖα θεάων	divine (nominative singular feminine)
ὣς	ὣς	adv	IX.31: ὣς δ' αὔτως; IX.34: ὣς οὐδὲν γλύκιον	so, thus
αὔτως	αὔτως	adv	IX.31: ὣς δ' αὔτως Κίρκη κατερήτυεν	in just the same way
Αἰαίη	Αἰαίη	name	IX.32: Αἰαίη, δολόεσσα	Aeaean, of Aeaea (nominative singular feminine)
ἐμόν	ἐμός	adj	IX.33: ἐμὸν οὔ ποτε θυμὸν ἐνὶ στήθεσσιν	my (accusative singular masculine of ἐμός)
οὔ ποτε	οὔ ποτε	adv	IX.33: ἐμὸν οὔ ποτε θυμὸν ἐνὶ στήθεσσιν ἔπειθον	never
οὐδέν	οὐδείς	pronoun	IX.34: ὣς οὐδὲν γλύκιον ἧς πατρίδος	nothing (nominative singular neuter of οὐδείς)
οὐδέ	οὐδέ	particle	IX.34: πατρίδος οὐδὲ τοκήων	and not, nor
εἴ	εἰ	conj	IX.35: γίγνεται, εἴ περ τις	if
περ	περ	particle	IX.35: εἴ περ τις καὶ ἀπόπροθι	even, at least (emphatic particle)
τις	τις	pronoun	IX.35: εἴ περ τις καὶ ἀπόπροθι	someone, anyone
ἀπόπροθι	ἀπόπροθι	adv	IX.35: εἴ περ τις καὶ ἀπόπροθι πίονα οἶκον	far away, far from here
γαίῃ	γαῖα	noun	IX.36: γαίῃ ἐν ἀλλοδαπῇ ναίει	in a/the land (dative singular of γαῖα)
ἀπάνευθε	ἀπάνευθε	adv	IX.36: ναίει ἀπάνευθε τοκήων	far from
ἄγε	ἄγε	particle	IX.37: ἄγε τοι νόστον πολυκηδέ' ἐνίσπω	come now, well then
τοι	σύ	pronoun	IX.37: ἄγε τοι νόστον πολυκηδέ' ἐνίσπω	to you (dative of σύ)
ἀπό	ἀπό	prep	IX.38: κιόντι ἀπὸ Τροίηθεν	from, out of (here a preverb that has split off from ἰόντι)
Τροίηθεν	Τροίηθεν	adv	IX.38: κιόντι ἀπὸ Τροίηθεν	from Troy
