lemma	form	stanza_ref	translator	reflected
ἀριπρεπής	ἀριπρεπές	IX.19–24	Вересаев	yes
ὑλήεις	ὑλήεσσα	IX.19–24	Жуковский	yes
ὑλήεις	ὑλήεσσα	IX.19–24	Вересаев	yes
χθαμαλός	χθαμαλή	IX.25–28	Жуковский	yes
χθαμαλός	χθαμαλή	IX.25–28	Вересаев	yes
ἅλς	ἁλί	IX.25–28	Жуковский	yes
ἅλς	ἁλί	IX.25–28	Вересаев	no
κεῖμαι	κεῖται	IX.25–28	Жуковский	yes
κεῖμαι	κεῖται	IX.25–28	Вересаев	yes
ἠώς	ἠῶ	IX.25–28	Жуковский	yes
ἠώς	ἠῶ	IX.25–28	Вересаев	yes
ἠέλιος	ἠέλιον	IX.25–28	Жуковский	yes
ἠέλιος	ἠέλιον	IX.25–28	Вересаев	yes
τρηχύς	τρηχεῖ᾽	IX.25–28	Жуковский	yes
τρηχύς	τρηχεῖ᾽	IX.25–28	Вересаев	yes
κουροτρόφος	κουροτρόφος	IX.25–28	Жуковский	yes
κουροτρόφος	κουροτρόφος	IX.25–28	Вересаев	yes
γλυκερός	γλυκερώτερον	IX.25–28	Жуковский	no
γλυκερός	γλυκερώτερον	IX.25–28	Вересаев	no
ὁράω	ἰδέσθαι	IX.25–28	Жуковский	no
ὁράω	ἰδέσθαι	IX.25–28	Вересаев	no
λιλαίομαι	λιλαιομένη	IX.29–33	Жуковский	no
λιλαίομαι	λιλαιομένη	IX.29–33	Вересаев	yes
πόσις	πόσιν	IX.29–33	Жуковский	yes
πόσις	πόσιν	IX.29–33	Вересаев	yes
εἰμί	εἶναι	IX.29–33	Жуковский	yes
εἰμί	εἶναι	IX.29–33	Вересаев	yes
κατερητύω	κατερήτυεν	IX.29–33	Жуковский	yes
κατερητύω	κατερήτυεν	IX.29–33	Вересаев	yes
μέγαρον	μεγάροισιν	IX.29–33	Жуковский	yes
μέγαρον	μεγάροισιν	IX.29–33	Вересаев	no
δολόεις	δολόεσσα	IX.29–33	Жуковский	yes
δολόεις	δολόεσσα	IX.29–33	Вересаев	yes
στῆθος	στήθεσσιν	IX.29–33	Жуковский	yes
στῆθος	στήθεσσιν	IX.29–33	Вересаев	yes
πείθω	ἔπειθον	IX.29–33	Жуковский	yes
πείθω	ἔπειθον	IX.29–33	Вересаев	yes
γλυκύς	γλύκιον	IX.34–38	Жуковский	yes
γλυκύς	γλύκιον	IX.34–38	Вересаев	yes
γίγνομαι	γίγνεται	IX.34–38	Жуковский	no
γίγνομαι	γίγνεται	IX.34–38	Вересаев	no
πίων	πίονα	IX.34–38	Жуковский	yes
πίων	πίονα	IX.34–38	Вересаев	yes
οἶκος	οἶκον	IX.34–38	Жуковский	yes
οἶκος	οἶκον	IX.34–38	Вересаев	yes
ἀλλοδαπός	ἀλλοδαπῇ	IX.34–38	Жуковский	yes
ἀλλοδαπός	ἀλλοδαπῇ	IX.34–38	Вересаев	yes
ναίω	ναίει	IX.34–38	Жуковский	yes
ναίω	ναίει	IX.34–38	Вересаев	yes
ἐννέπω	ἐνίσπω	IX.34–38	Жуковский	yes
ἐννέπω	ἐνίσπω	IX.34–38	Вересаев	yes
ἐφίημι	ἐφέηκεν	IX.34–38	Жуковский	yes
ἐφίημι	ἐφέηκεν	IX.34–38	Вересаев	yes
εἶμι	ἰόντι	IX.34–38	Жуковский	yes
εἶμι	ἰόντι	IX.34–38	Вересаев	yes
Ὀδυσσεύς	Ὀδυσεύς	IX.19–24	Жуковский	yes
Ὀδυσσεύς	Ὀδυσεύς	IX.19–24	Вересаев	yes
Λαερτιάδης	Λαερτιάδης	IX.19–24	Жуковский	yes
Λαερτιάδης	Λαερτιάδης	IX.19–24	Вересаев	yes
πᾶς	πᾶσι	IX.19–24	Жуковский	yes
πᾶς	πᾶσι	IX.19–24	Вересаев	yes
Ἰθάκη	Ἰθάκην	IX.19–24	Жуковский	yes
Ἰθάκη	Ἰθάκην	IX.19–24	Вересаев	yes
Νήριτος	Νήριτον	IX.19–24	Жуковский	yes
Νήριτος	Νήριτον	IX.19–24	Вересаев	yes
πολύς	πολλαί	IX.19–24	Жуковский	no
πολύς	πολλαί	IX.19–24	Вересаев	no
ναιετάω	ναιετάουσι	IX.19–24	Жуковский	yes
ναιετάω	ναιετάουσι	IX.19–24	Вересаев	yes
μάλα	μάλα	IX.19–24	Жуковский	no
μάλα	μάλα	IX.19–24	Вересаев	no
σχεδόν	σχεδόν	IX.19–24	Жуковский	yes
σχεδόν	σχεδόν	IX.19–24	Вересаев	yes
πανυπέρτατος	πανυπερτάτη	IX.25–28	Жуковский	yes
πανυπέρτατος	πανυπερτάτη	IX.25–28	Вересаев	no
ἄνευθε	ἄνευθε	IX.25–28	Жуковский	no
ἄνευθε	ἄνευθε	IX.25–28	Вересаев	no
ἄλλος	ἄλλο	IX.25–28	Жуковский	no
ἄλλος	ἄλλο	IX.25–28	Вересаев	no
αὐτόθι	αὐτόθ᾽	IX.29–33	Жуковский	no
αὐτόθι	αὐτόθ᾽	IX.29–33	Вересаев	yes
Καλυψώ	Καλυψώ	IX.29–33	Жуковский	yes
Καλυψώ	Καλυψώ	IX.29–33	Вересаев	yes
δῖος	δῖα	IX.29–33	Жуковский	yes
δῖος	δῖα	IX.29–33	Вересаев	no
ὣς	ὣς	IX.29–33	Жуковский	no
ὣς	ὣς	IX.29–33	Вересаев	yes
ὣς	ὣς	IX.34–38	Жуковский	no
ὣς	ὣς	IX.34–38	Вересаев	no
αὔτως	αὔτως	IX.29–33	Жуковский	no
αὔτως	αὔτως	IX.29–33	Вересаев	yes
Αἰαίη	Αἰαίη	IX.29–33	Жуковский	yes
Αἰαίη	Αἰαίη	IX.29–33	Вересаев	yes
ἐμός	ἐμόν	IX.29–33	Жуковский	yes
ἐμός	ἐμόν	IX.29–33	Вересаев	yes
ἐμός	ἐμόν	IX.34–38	Жуковский	yes
ἐμός	ἐμόν	IX.34–38	Вересаев	yes
ἀπόπροθι	ἀπόπροθι	IX.34–38	Жуковский	yes
ἀπόπροθι	ἀπόπροθι	IX.34–38	Вересаев	yes
γαῖα	γαίῃ	IX.34–38	Жуковский	yes
γαῖα	γαίῃ	IX.34–38	Вересаев	yes
ἀπάνευθε	ἀπάνευθε	IX.34–38	Жуковский	yes
ἀπάνευθε	ἀπάνευθε	IX.34–38	Вересаев	yes
Τροίηθεν	Τροίηθεν	IX.34–38	Жуковский	yes
Τροίηθεν	Τροίηθεν	IX.34–38	Вересаев	yes
δόλος	δόλοισιν	IX.19–24	Pope	no
δόλος	δόλοισιν	IX.19–24	Murray	yes
ἄνθρωπος	ἀνθρώποισι	IX.19–24	Pope	no
ἄνθρωπος	ἀνθρώποισι	IX.19–24	Murray	yes
κλέος	κλέος	IX.19–24	Pope	yes
κλέος	κλέος	IX.19–24	Murray	yes
οὐρανός	οὐρανόν	IX.19–24	Pope	yes
οὐρανός	οὐρανόν	IX.19–24	Murray	yes
ὄρος	ὄρος	IX.19–24	Pope	no
ὄρος	ὄρος	IX.19–24	Murray	yes
νῆσος	νῆσοι	IX.19–24	Pope	yes
νῆσος	νῆσοι	IX.19–24	Murray	yes
ζόφος	ζόφον	IX.25–28	Pope	yes
ζόφος	ζόφον	IX.25–28	Murray	yes
ἀγαθός	ἀγαθή	IX.25–28	Pope	yes
ἀγαθός	ἀγαθή	IX.25–28	Murray	yes
γαῖα	γαίης	IX.25–28	Pope	yes
γαῖα	γαίης	IX.25–28	Murray	yes
δύναμαι	δύναμαι	IX.25–28	Pope	no
δύναμαι	δύναμαι	IX.25–28	Murray	yes
ἐρύκω	ἔρυκε	IX.29–33	Pope	yes
ἐρύκω	ἔρυκε	IX.29–33	Murray	yes
θεά	θεάων	IX.29–33	Pope	no
θεά	θεάων	IX.29–33	Murray	yes
σπέος	σπέσσι	IX.29–33	Pope	yes
σπέος	σπέσσι	IX.29–33	Murray	yes
γλαφυρός	γλαφυροῖσι	IX.29–33	Pope	no
γλαφυρός	γλαφυροῖσι	IX.29–33	Murray	yes
θυμός	θυμόν	IX.29–33	Pope	no
θυμός	θυμόν	IX.29–33	Murray	yes
πατρίς	πατρίδος	IX.34–38	Pope	no
πατρίς	πατρίδος	IX.34–38	Murray	yes
τοκεύς	τοκήων	IX.34–38	Pope	no
τοκεύς	τοκήων	IX.34–38	Murray	yes
νόστος	νόστον	IX.34–38	Pope	yes
νόστος	νόστον	IX.34–38	Murray	yes
εἰμί	εἴμ᾽	IX.19–24	Pope	no
εἰμί	εἴμ᾽	IX.19–24	Murray	yes
μέλω	μέλω	IX.19–24	Pope	no
μέλω	μέλω	IX.19–24	Murray	yes
ἱκνέομαι	ἵκει	IX.19–24	Pope	yes
ἱκνέομαι	ἵκει	IX.19–24	Murray	yes
ναιετάω	ναιετάω	IX.19–24	Pope	yes
ναιετάω	ναιετάω	IX.19–24	Murray	yes
εὐδείελος	εὐδείελον	IX.19–24	Pope	no
εὐδείελος	εὐδείελον	IX.19–24	Murray	yes
εἰνοσίφυλλος	εἰνοσίφυλλον	IX.19–24	Pope	yes
εἰνοσίφυλλος	εἰνοσίφυλλον	IX.19–24	Murray	yes
ἀριπρεπής	ἀριπρεπές	IX.19–24	Pope	no
ἀριπρεπής	ἀριπρεπές	IX.19–24	Murray	yes
ὑλήεις	ὑλήεσσα	IX.19–24	Pope	yes
ὑλήεις	ὑλήεσσα	IX.19–24	Murray	yes
χθαμαλός	χθαμαλή	IX.25–28	Pope	yes
χθαμαλός	χθαμαλή	IX.25–28	Murray	yes
ἅλς	ἁλί	IX.25–28	Pope	no
ἅλς	ἁλί	IX.25–28	Murray	yes
κεῖμαι	κεῖται	IX.25–28	Pope	yes
κεῖμαι	κεῖται	IX.25–28	Murray	yes
ἠώς	ἠῶ	IX.25–28	Pope	yes
ἠώς	ἠῶ	IX.25–28	Murray	yes
ἠέλιος	ἠέλιον	IX.25–28	Pope	yes
ἠέλιος	ἠέλιον	IX.25–28	Murray	yes
τρηχύς	τρηχεῖ᾽	IX.25–28	Pope	yes
τρηχύς	τρηχεῖ᾽	IX.25–28	Murray	yes
κουροτρόφος	κουροτρόφος	IX.25–28	Pope	yes
κουροτρόφος	κουροτρόφος	IX.25–28	Murray	yes
γλυκερός	γλυκερώτερον	IX.25–28	Pope	yes
γλυκερός	γλυκερώτερον	IX.25–28	Murray	yes
ὁράω	ἰδέσθαι	IX.25–28	Pope	yes
ὁράω	ἰδέσθαι	IX.25–28	Murray	yes
λιλαίομαι	λιλαιομένη	IX.29–33	Pope	yes
λιλαίομαι	λιλαιομένη	IX.29–33	Murray	yes
πόσις	πόσιν	IX.29–33	Pope	no
πόσις	πόσιν	IX.29–33	Murray	yes
εἰμί	εἶναι	IX.29–33	Pope	no
εἰμί	εἶναι	IX.29–33	Murray	yes
κατερητύω	κατερήτυεν	IX.29–33	Pope	yes
κατερητύω	κατερήτυεν	IX.29–33	Murray	yes
μέγαρον	μεγάροισιν	IX.29–33	Pope	yes
μέγαρον	μεγάροισιν	IX.29–33	Murray	yes
δολόεις	δολόεσσα	IX.29–33	Pope	no
δολόεις	δολόεσσα	IX.29–33	Murray	yes
στῆθος	στήθεσσιν	IX.29–33	Pope	no
στῆθος	στήθεσσιν	IX.29–33	Murray	yes
πείθω	ἔπειθον	IX.29–33	Pope	no
πείθω	ἔπειθον	IX.29–33	Murray	yes
γλυκύς	γλύκιον	IX.34–38	Pope	no
γλυκύς	γλύκιον	IX.34–38	Murray	yes
γίγνομαι	γίγνεται	IX.34–38	Pope	no
γίγνομαι	γίγνεται	IX.34–38	Murray	yes
πίων	πίονα	IX.34–38	Pope	no
πίων	πίονα	IX.34–38	Murray	yes
οἶκος	οἶκον	IX.34–38	Pope	no
οἶκος	οἶκον	IX.34–38	Murray	yes
ἀλλοδαπός	ἀλλοδαπῇ	IX.34–38	Pope	no
ἀλλοδαπός	ἀλλοδαπῇ	IX.34–38	Murray	yes
ναίω	ναίει	IX.34–38	Pope	no
ναίω	ναίει	IX.34–38	Murray	yes
ἐννέπω	ἐνίσπω	IX.34–38	Pope	yes
ἐννέπω	ἐνίσπω	IX.34–38	Murray	yes
ἐφίημι	ἐφέηκεν	IX.34–38	Pope	yes
ἐφίημι	ἐφέηκεν	IX.34–38	Murray	yes
εἶμι	ἰόντι	IX.34–38	Pope	no
εἶμι	ἰόντι	IX.34–38	Murray	yes
Ὀδυσσεύς	Ὀδυσεύς	IX.19–24	Pope	yes
Ὀδυσσεύς	Ὀδυσεύς	IX.19–24	Murray	yes
Λαερτιάδης	Λαερτιάδης	IX.19–24	Pope	no
Λαερτιάδης	Λαερτιάδης	IX.19–24	Murray	yes
πᾶς	πᾶσι	IX.19–24	Pope	no
πᾶς	πᾶσι	IX.19–24	Murray	yes
Ἰθάκη	Ἰθάκην	IX.19–24	Pope	yes
Ἰθάκη	Ἰθάκην	IX.19–24	Murray	yes
Νήριτος	Νήριτον	IX.19–24	Pope	yes
Νήριτος	Νήριτον	IX.19–24	Murray	yes
πολύς	πολλαί	IX.19–24	Pope	no
πολύς	πολλαί	IX.19–24	Murray	yes
ναιετάω	ναιετάουσι	IX.19–24	Pope	no
ναιετάω	ναιετάουσι	IX.19–24	Murray	yes
μάλα	μάλα	IX.19–24	Pope	no
μάλα	μάλα	IX.19–24	Murray	yes
σχεδόν	σχεδόν	IX.19–24	Pope	no
σχεδόν	σχεδόν	IX.19–24	Murray	yes
πανυπέρτατος	πανυπερτάτη	IX.25–28	Pope	no
πανυπέρτατος	πανυπερτάτη	IX.25–28	Murray	yes
ἄνευθε	ἄνευθε	IX.25–28	Pope	no
ἄνευθε	ἄνευθε	IX.25–28	Murray	yes
ἄλλος	ἄλλο	IX.25–28	Pope	no
ἄλλος	ἄλλο	IX.25–28	Murray	yes
αὐτόθι	αὐτόθ᾽	IX.29–33	Pope	no
αὐτόθι	αὐτόθ᾽	IX.29–33	Murray	no
Καλυψώ	Καλυψώ	IX.29–33	Pope	yes
Καλυψώ	Καλυψώ	IX.29–33	Murray	yes
δῖος	δῖα	IX.29–33	Pope	no
δῖος	δῖα	IX.29–33	Murray	yes
ὣς	ὣς	IX.29–33	Pope	no
ὣς	ὣς	IX.29–33	Murray	yes
ὣς	ὣς	IX.34–38	Pope	no
ὣς	ὣς	IX.34–38	Murray	yes
αὔτως	αὔτως	IX.29–33	Pope	yes
αὔτως	αὔτως	IX.29–33	Murray	yes
Αἰαίη	Αἰαίη	IX.29–33	Pope	no
Αἰαίη	Αἰαίη	IX.29–33	Murray	yes
ἐμός	ἐμόν	IX.29–33	Pope	yes
ἐμός	ἐμόν	IX.29–33	Murray	yes
ἐμός	ἐμόν	IX.34–38	Pope	yes
ἐμός	ἐμόν	IX.34–38	Murray	yes
ἀπόπροθι	ἀπόπροθι	IX.34–38	Pope	no
ἀπόπροθι	ἀπόπροθι	IX.34–38	Murray	no
γαῖα	γαίῃ	IX.34–38	Pope	no
γαῖα	γαίῃ	IX.34–38	Murray	yes
ἀπάνευθε	ἀπάνευθε	IX.34–38	Pope	no
ἀπάνευθε	ἀπάνευθε	IX.34–38	Murray	yes
Τροίηθεν	Τροίηθεν	IX.34–38	Pope	yes
Τροίηθεν	Τροίηθεν	IX.34–38	Murray	yes
δόλος	δόλοισιν	IX.19–24	Πολυλάς	yes
ἄνθρωπος	ἀνθρώποισι	IX.19–24	Πολυλάς	no
κλέος	κλέος	IX.19–24	Πολυλάς	yes
οὐρανός	οὐρανόν	IX.19–24	Πολυλάς	yes
ὄρος	ὄρος	IX.19–24	Πολυλάς	yes
νῆσος	νῆσοι	IX.19–24	Πολυλάς	yes
ζόφος	ζόφον	IX.25–28	Πολυλάς	yes
ἀγαθός	ἀγαθή	IX.25–28	Πολυλάς	yes
γαῖα	γαίης	IX.25–28	Πολυλάς	yes
δύναμαι	δύναμαι	IX.25–28	Πολυλάς	yes
ἐρύκω	ἔρυκε	IX.29–33	Πολυλάς	yes
θεά	θεάων	IX.29–33	Πολυλάς	yes
σπέος	σπέσσι	IX.29–33	Πολυλάς	yes
γλαφυρός	γλαφυροῖσι	IX.29–33	Πολυλάς	yes
θυμός	θυμόν	IX.29–33	Πολυλάς	yes
πατρίς	πατρίδος	IX.34–38	Πολυλάς	yes
τοκεύς	τοκήων	IX.34–38	Πολυλάς	yes
νόστος	νόστον	IX.34–38	Πολυλάς	yes
εἰμί	εἴμ᾽	IX.19–24	Πολυλάς	yes
μέλω	μέλω	IX.19–24	Πολυλάς	no
ἱκνέομαι	ἵκει	IX.19–24	Πολυλάς	yes
ναιετάω	ναιετάω	IX.19–24	Πολυλάς	yes
εὐδείελος	εὐδείελον	IX.19–24	Πολυλάς	yes
εἰνοσίφυλλος	εἰνοσίφυλλον	IX.19–24	Πολυλάς	yes
ἀριπρεπής	ἀριπρεπές	IX.19–24	Πολυλάς	no
ὑλήεις	ὑλήεσσα	IX.19–24	Πολυλάς	yes
χθαμαλός	χθαμαλή	IX.25–28	Πολυλάς	yes
ἅλς	ἁλί	IX.25–28	Πολυλάς	yes
κεῖμαι	κεῖται	IX.25–28	Πολυλάς	yes
ἠώς	ἠῶ	IX.25–28	Πολυλάς	yes
ἠέλιος	ἠέλιον	IX.25–28	Πολυλάς	no
τρηχύς	τρηχεῖ᾽	IX.25–28	Πολυλάς	yes
κουροτρόφος	κουροτρόφος	IX.25–28	Πολυλάς	yes
γλυκερός	γλυκερώτερον	IX.25–28	Πολυλάς	yes
ὁράω	ἰδέσθαι	IX.25–28	Πολυλάς	yes
λιλαίομαι	λιλαιομένη	IX.29–33	Πολυλάς	yes
πόσις	πόσιν	IX.29–33	Πολυλάς	yes
εἰμί	εἶναι	IX.29–33	Πολυλάς	yes
κατερητύω	κατερήτυεν	IX.29–33	Πολυλάς	yes
μέγαρον	μεγάροισιν	IX.29–33	Πολυλάς	yes
δολόεις	δολόεσσα	IX.29–33	Πολυλάς	yes
στῆθος	στήθεσσιν	IX.29–33	Πολυλάς	yes
πείθω	ἔπειθον	IX.29–33	Πολυλάς	yes
γλυκύς	γλύκιον	IX.34–38	Πολυλάς	yes
γίγνομαι	γίγνεται	IX.34–38	Πολυλάς	yes
πίων	πίονα	IX.34–38	Πολυλάς	no
οἶκος	οἶκον	IX.34–38	Πολυλάς	yes
ἀλλοδαπός	ἀλλοδαπῇ	IX.34–38	Πολυλάς	yes
ναίω	ναίει	IX.34–38	Πολυλάς	yes
ἐννέπω	ἐνίσπω	IX.34–38	Πολυλάς	yes
ἐφίημι	ἐφέηκεν	IX.34–38	Πολυλάς	yes
εἶμι	ἰόντι	IX.34–38	Πολυλάς	yes
Ὀδυσσεύς	Ὀδυσεύς	IX.19–24	Πολυλάς	yes
Λαερτιάδης	Λαερτιάδης	IX.19–24	Πολυλάς	yes
πᾶς	πᾶσι	IX.19–24	Πολυλάς	no
Ἰθάκη	Ἰθάκην	IX.19–24	Πολυλάς	yes
Νήριτος	Νήριτον	IX.19–24	Πολυλάς	yes
πολύς	πολλαί	IX.19–24	Πολυλάς	yes
ναιετάω	ναιετάουσι	IX.19–24	Πολυλάς	yes
μάλα	μάλα	IX.19–24	Πολυλάς	no
σχεδόν	σχεδόν	IX.19–24	Πολυλάς	yes
πανυπέρτατος	πανυπερτάτη	IX.25–28	Πολυλάς	no
ἄνευθε	ἄνευθε	IX.25–28	Πολυλάς	yes
ἄλλος	ἄλλο	IX.25–28	Πολυλάς	yes
αὐτόθι	αὐτόθ᾽	IX.29–33	Πολυλάς	no
Καλυψώ	Καλυψώ	IX.29–33	Πολυλάς	yes
δῖος	δῖα	IX.29–33	Πολυλάς	yes
ὣς	ὣς	IX.29–33	Πολυλάς	no
ὣς	ὣς	IX.34–38	Πολυλάς	no
αὔτως	αὔτως	IX.29–33	Πολυλάς	yes
Αἰαίη	Αἰαίη	IX.29–33	Πολυλάς	yes
ἐμός	ἐμόν	IX.29–33	Πολυλάς	yes
ἐμός	ἐμόν	IX.34–38	Πολυλάς	yes
ἀπόπροθι	ἀπόπροθι	IX.34–38	Πολυλάς	no
γαῖα	γαίῃ	IX.34–38	Πολυλάς	yes
ἀπάνευθε	ἀπάνευθε	IX.34–38	Πολυλάς	yes
Τροίηθεν	Τροίηθεν	IX.34–38	Πολυλάς	yes
