form	lemma	pos	context	meaning
ἄρ'	ἄρα	particle	III (Od. IX 47-50)	частица: прямо, сразу
οἰχόμενοι	οἴχομαι	verb	III (Od. IX 47-50)	причастие наст. времени от οἴχομαι уходить, идти
Κίκονες	Κίκονες	name	III (Od. IX 47-50)	киконы
γεγώνευν	γεγωνέω	verb	III (Od. IX 47-50)	имперфект от γεγωνέω сделать так, чтобы тебя было слышно
οἵ	ὁ	pronoun	III (Od. IX 47-50)	зд. которые (киконы)
σφιν	σφεῖς	pronoun	III (Od. IX 47-50)	зд. с ними, им (дат. п. от σφεῖς они)
γείτονες	γείτων	noun	III (Od. IX 47-50)	мн. ч. им. п. от γείτων сосед
ἦσαν	εἰμί	verb	III (Od. IX 47-50)	имперфект от εἰμί 3 л. мн. ч., были
ἅμα	ἅμα	adv	III (Od. IX 47-50)	вместе, одновременно
πλέονες	πολύς	adj	III (Od. IX 47-50)	в большем числе (муж. род им. п.)
ἀρείους	ἀγαθός	adj	III (Od. IX 47-50)	один из вариантов сравнительной степени от ἀγαθός хороший, с тем же корнем, что ἄριστος лучший; сильнее, крепче, храбрее, благороднее
ἤπειρον	ἤπειρος	noun	III (Od. IX 47-50)	вин. п. ед. ч. ἤπειρος материк
ναίοντες	ναίω	verb	III (Od. IX 47-50)	причастие наст. вр. от ναίω населять, обитать
ἐπιστάμενοι	ἐπίσταμαι	verb	III (Od. IX 47-50)	причастие наст. вр. от ἐπίσταμαι знать, быть сведущим
ἀνδράσι	ἀνήρ	noun	III (Od. IX 47-50)	зд. с мужами, дат. п. мн. ч. от ἀνήρ
μάρνασθαι	μάρναμαι	verb	III (Od. IX 47-50)	инфинитив наст. вр. от μάρναμαι биться, драться
ὅθι	ὅθι	adv	III (Od. IX 47-50)	(там,) где
χρὴ	χρή	particle	III (Od. IX 47-50)	нужно
πεζὸν	πεζός	adj	III (Od. IX 47-50)	пешком; πεζός
ἐόντα	εἰμί	verb	III (Od. IX 47-50)	вин. п. ед. ч. муж. род причастия наст. вр. от εἰμί быть
ἦλθον	ἔρχομαι	verb	IV (Od. IX 51-55)	зд. они пришли (аорист 3 л. мн. ч. от ἔρχομαι)
ἔπειθ'	ἔπειτα	adv	IV (Od. IX 51-55)	потом, затем
ὅσα	ὅσος	pronoun	IV (Od. IX 51-55)	столько, сколько (им. п. мн. ч. ср. род от ὅσος)
φύλλα	φύλλον	noun	IV (Od. IX 51-55)	им. п. мн. ч. от φύλλον лист
ἄνθεα	ἄνθος	noun	IV (Od. IX 51-55)	им. п. мн. ч. от ἄνθος цветок
γίνεται	γίγνομαι	verb	IV (Od. IX 51-55)	3 л. ед. ч. от γίγνομαι возникать, появляться, становиться
ὥρῃ	ὥρα	noun	IV (Od. IX 51-55)	дат. п. ед. ч. от ὥρα/ὥρη время года, сезон; весна; лето (но в принципе может означать любой сезон)
ἠέριοι	ἠέριος	adj	IV (Od. IX 51-55)	им. п. мн. ч. муж. род от ἠέριος ранний; согласуется с киконами: они пришли рано утром
τότε	τότε	adv	IV (Od. IX 51-55)	тогда
δή	δή	particle	IV (Od. IX 51-55)	частица, усиливающая предыдущее слово
ῥα	ἄρα	particle	IV (Od. IX 51-55)	= ἄρα
κακὴ	κακός	adj	IV (Od. IX 51-55)	жен. род им. п. ед. ч. от κακός плохой, злой
Διὸς	Ζεύς	noun	IV (Od. IX 51-55)	род. п. от Ζεύς
αἶσα	αἶσα	noun	IV (Od. IX 51-55)	судьба, рок, участь, доля
παρέστη	παρίστημι	verb	IV (Od. IX 51-55)	аорист 3 л. ед. ч. от παρίστημι ставить рядом; зд. встала рядом
ἡμῖν	ἡμεῖς	pronoun	IV (Od. IX 51-55)	зд. с нами (дат. п. от ἡμεῖς мы)
αἰνομόροισιν	αἰνόμορος	adj	IV (Od. IX 51-55)	дат. п. мн. ч. от αἰνόμορος обреченный на печальную участь (αἰνός + μόρος)
ἵν'	ἵνα	conj	IV (Od. IX 51-55)	чтобы; что
ἄλγεα	ἄλγος	noun	IV (Od. IX 51-55)	мн. ч. вин. п. от ἄλγος боль, страдание
πάθοιμεν	πάσχω	verb	IV (Od. IX 51-55)	оптатив аориста 1 л. мн. ч. от πάσχω претерпевать
στησάμενοι	ἵστημι	verb	IV (Od. IX 51-55)	причастие медиальное аористное от ἵστημι ставить; став
ἐμάχοντο	μάχομαι	verb	IV (Od. IX 51-55)	имперфект 3 л. мн. ч. от μάχομαι сражаться
μάχην	μάχη	noun	IV (Od. IX 51-55)	вин. п. ед. ч. от μάχη битва, сражение; винительный падеж прямого объекта при ἐμάχοντο – боем бились
παρὰ	παρά	prep	IV (Od. IX 51-55)	зд. при, у, около
νηυσὶ	ναῦς	noun	IV (Od. IX 51-55)	дат. п. мн. ч. от ναῦς корабль
θοῇσι	θοός	adj	IV (Od. IX 51-55)	дат. п. мн. ч. жен. род от θοός быстрый
βάλλον	βάλλω	verb	IV (Od. IX 51-55)	имперфект 3 л. мн. ч. от βάλλω бросать
ἀλλήλους	ἀλλήλων	pronoun	IV (Od. IX 51-55)	вин. п. муж. рода от ἀλλήλων друг друга
χαλκήρεσιν	χαλκήρης	adj	IV (Od. IX 51-55)	дат. п. мн. ч. от χαλκήρης с бронзовым наконечником, отделанный бронзой
ἐγχείῃσιν	ἐγχείη	noun	IV (Od. IX 51-55)	дат. п. мн. ч. от ἐγχείη копье, дротик
ὄφρα	ὄφρα	conj	V (Od. IX 56-61)	когда, пока
ἠὼς	ἠώς	noun	V (Od. IX 56-61)	утро, заря
ἦν	εἰμί	verb	V (Od. IX 56-61)	имперфект от εἰμί 3 л. ед. ч; было
ἀέξετο	ἀέξω	verb	V (Od. IX 56-61)	имперфект медиопассивного залога от ἀέξω увеличиваться
ἱερὸν	ἱερός	adj	V (Od. IX 56-61)	им. п. ед. ч. ср. род от ἱερός священный
ἦμαρ	ἦμαρ	noun	V (Od. IX 56-61)	день
τόφρα	τόφρα	adv	V (Od. IX 56-61)	тогда
ἀλεξόμενοι	ἀλέξω	verb	V (Od. IX 56-61)	причастие медиального залога настоящего времени от ἀλέξω защищать
μένομεν	μένω	verb	V (Od. IX 56-61)	имперфект 1 л. мн. ч. от μένω мы оставались; мы ждали
περ	περ	particle	V (Od. IX 56-61)	хотя
ἦμος	ἦμος	conj	V (Od. IX 56-61)	тогда
ἠέλιος	ἠέλιος	noun	V (Od. IX 56-61)	солнце
μετενίσετο	μετανίσομαι	verb	V (Od. IX 56-61)	3 л. ед. ч. аорист μετανίσομαι проходить
βουλυτόνδε	βουλυτόνδε	adv	V (Od. IX 56-61)	в сторону βουλυτός, времени, когда пора распрягать волов (βοῦς + λύω)
κλῖναν	κλίνω	verb	V (Od. IX 56-61)	аорист 3 л. мн. ч. от κλίνω наклонить, одолеть
δαμάσαντες	δαμάζω	verb	V (Od. IX 56-61)	им. п. муж. род мн. ч. причастия аористного от δαμάζω укрощать
Ἀχαιούς	Ἀχαιός	name	V (Od. IX 56-61)	вин. п. мн. ч. от Ἀχαιός ахеец
ἓξ	ἓξ	numeral	V (Od. IX 56-61)	шесть
ἑκάστης	ἕκαστος	adj	V (Od. IX 56-61)	род. п. ед. ч. жен. род от ἕκαστος каждый
νηὸς	ναῦς	noun	V (Od. IX 56-61)	род. п. ед. ч. от ναῦς корабль
ἐϋκνήμιδες	ἐϋκνήμις	adj	V (Od. IX 56-61)	εὐ хорошо + κνημίς наголенник, поножа; те самые пышнопоножные
ἑταῖροι	ἑταῖρος	noun	V (Od. IX 56-61)	мн. ч. от ἑταῖρος товарищ
ὤλονθ'	ὄλλυμι	verb	V (Od. IX 56-61)	аорист медиального залога 3 л. мн. ч. от ὄλλυμι губить; погибли
φύγομεν	φεύγω	verb	V (Od. IX 56-61)	мы избежали (аорист 1 л. мн. ч. φεύγω)
θάνατόν	θάνατος	noun	V (Od. IX 56-61)	вин. п. ед. ч. от θάνατος смерть
μόρον	μόρος	noun	V (Od. IX 56-61)	вин. п. ед. ч. от μόρος рок, судьба, участь
