lemma	form	stanza_ref	translator	reflected
ἤπειρος	ἤπειρον	IX.47–50	Жуковский	no
ἤπειρος	ἤπειρον	IX.47–50	Вересаев	yes
ναίω	ναίοντες	IX.47–50	Жуковский	no
ναίω	ναίοντες	IX.47–50	Вересаев	yes
ἐπίσταμαι	ἐπιστάμενοι	IX.47–50	Жуковский	yes
ἐπίσταμαι	ἐπιστάμενοι	IX.47–50	Вересаев	yes
ἀνήρ	ἀνδράσι	IX.47–50	Жуковский	no
ἀνήρ	ἀνδράσι	IX.47–50	Вересаев	no
μάρναμαι	μάρνασθαι	IX.47–50	Жуковский	yes
μάρναμαι	μάρνασθαι	IX.47–50	Вересаев	yes
ὅθι	ὅθι	IX.47–50	Жуковский	no
ὅθι	ὅθι	IX.47–50	Вересаев	no
πεζός	πεζὸν	IX.47–50	Жуковский	yes
πεζός	πεζὸν	IX.47–50	Вересаев	yes
εἰμί	ἐόντα	IX.47–50	Жуковский	no
εἰμί	ἐόντα	IX.47–50	Вересаев	no
ἔρχομαι	ἦλθον	IX.51–55	Жуковский	yes
ἔρχομαι	ἦλθον	IX.51–55	Вересаев	yes
ἔπειτα	ἔπειθ'	IX.51–55	Жуковский	no
ἔπειτα	ἔπειθ'	IX.51–55	Вересаев	no
φύλλον	φύλλα	IX.51–55	Жуковский	yes
φύλλον	φύλλα	IX.51–55	Вересаев	yes
ἄνθος	ἄνθεα	IX.51–55	Жуковский	yes
ἄνθος	ἄνθεα	IX.51–55	Вересаев	yes
γίγνομαι	γίνεται	IX.51–55	Жуковский	no
γίγνομαι	γίνεται	IX.51–55	Вересаев	no
ὥρα	ὥρῃ	IX.51–55	Жуковский	yes
ὥρα	ὥρῃ	IX.51–55	Вересаев	yes
ἠέριος	ἠέριοι	IX.51–55	Жуковский	no
ἠέριος	ἠέριοι	IX.51–55	Вересаев	yes
τότε	τότε	IX.51–55	Жуковский	yes
τότε	τότε	IX.51–55	Вересаев	yes
τότε	τότε	IX.56–61	Жуковский	no
τότε	τότε	IX.56–61	Вересаев	no
κακός	κακὴ	IX.51–55	Жуковский	yes
κακός	κακὴ	IX.51–55	Вересаев	yes
Ζεύς	Διὸς	IX.51–55	Жуковский	yes
Ζεύς	Διὸς	IX.51–55	Вересаев	yes
αἶσα	αἶσα	IX.51–55	Жуковский	yes
αἶσα	αἶσα	IX.51–55	Вересаев	yes
παρίστημι	παρέστη	IX.51–55	Жуковский	no
παρίστημι	παρέστη	IX.51–55	Вересаев	yes
αἰνόμορος	αἰνομόροισιν	IX.51–55	Жуковский	no
αἰνόμορος	αἰνομόροισιν	IX.51–55	Вересаев	yes
ἄλγος	ἄλγεα	IX.51–55	Жуковский	yes
ἄλγος	ἄλγεα	IX.51–55	Вересаев	yes
πάσχω	πάθοιμεν	IX.51–55	Жуковский	no
πάσχω	πάθοιμεν	IX.51–55	Вересаев	yes
ἵστημι	στησάμενοι	IX.51–55	Жуковский	yes
ἵστημι	στησάμενοι	IX.51–55	Вересаев	no
μάχομαι	ἐμάχοντο	IX.51–55	Жуковский	yes
μάχομαι	ἐμάχοντο	IX.51–55	Вересаев	yes
μάχη	μάχην	IX.51–55	Жуковский	yes
μάχη	μάχην	IX.51–55	Вересаев	yes
ναῦς	νηυσὶ	IX.51–55	Жуковский	yes
ναῦς	νηυσὶ	IX.51–55	Вересаев	yes
θοός	θοῇσι	IX.51–55	Жуковский	yes
θοός	θοῇσι	IX.51–55	Вересаев	yes
βάλλω	βάλλον	IX.51–55	Жуковский	yes
βάλλω	βάλλον	IX.51–55	Вересаев	yes
χαλκήρης	χαλκήρεσιν	IX.51–55	Жуковский	yes
χαλκήρης	χαλκήρεσιν	IX.51–55	Вересаев	yes
ἐγχείη	ἐγχείῃσιν	IX.51–55	Жуковский	yes
ἐγχείη	ἐγχείῃσιν	IX.51–55	Вересаев	yes
ἠώς	ἠὼς	IX.56–61	Жуковский	yes
ἠώς	ἠὼς	IX.56–61	Вересаев	yes
εἰμί	ἦν	IX.56–61	Жуковский	no
εἰμί	ἦν	IX.56–61	Вересаев	no
ἀέξω	ἀέξετο	IX.56–61	Жуковский	yes
ἀέξω	ἀέξετο	IX.56–61	Вересаев	yes
ἱερός	ἱερὸν	IX.56–61	Жуковский	yes
ἱερός	ἱερὸν	IX.56–61	Вересаев	yes
ἦμαρ	ἦμαρ	IX.56–61	Жуковский	yes
ἦμαρ	ἦμαρ	IX.56–61	Вересаев	yes
ἀλέξω	ἀλεξόμενοι	IX.56–61	Жуковский	yes
ἀλέξω	ἀλεξόμενοι	IX.56–61	Вересаев	yes
μένω	μένομεν	IX.56–61	Жуковский	yes
μένω	μένομεν	IX.56–61	Вересаев	yes
ἠέλιος	ἠέλιος	IX.56–61	Жуковский	yes
ἠέλιος	ἠέλιος	IX.56–61	Вересаев	yes
μετανίσομαι	μετενίσετο	IX.56–61	Жуковский	yes
μετανίσομαι	μετενίσετο	IX.56–61	Вересаев	yes
βουλυτόνδε	βουλυτόνδε	IX.56–61	Жуковский	yes
βουλυτόνδε	βουλυτόνδε	IX.56–61	Вересаев	yes
κλίνω	κλῖναν	IX.56–61	Жуковский	yes
κλίνω	κλῖναν	IX.56–61	Вересаев	yes
δαμάζω	δαμάσαντες	IX.56–61	Жуковский	yes
δαμάζω	δαμάσαντες	IX.56–61	Вересаев	yes
Ἀχαιός	Ἀχαιούς	IX.56–61	Жуковский	yes
Ἀχαιός	Ἀχαιούς	IX.56–61	Вересаев	yes
ἕκαστος	ἑκάστης	IX.56–61	Жуковский	yes
ἕκαστος	ἑκάστης	IX.56–61	Вересаев	yes
ναῦς	νηὸς	IX.56–61	Жуковский	yes
ναῦς	νηὸς	IX.56–61	Вересаев	yes
ἐϋκνήμις	ἐϋκνήμιδες	IX.56–61	Жуковский	yes
ἐϋκνήμις	ἐϋκνήμιδες	IX.56–61	Вересаев	no
ἑταῖρος	ἑταῖροι	IX.56–61	Жуковский	yes
ἑταῖρος	ἑταῖροι	IX.56–61	Вересаев	yes
ὄλλυμι	ὤλονθ'	IX.56–61	Жуковский	yes
ὄλλυμι	ὤλονθ'	IX.56–61	Вересаев	yes
φεύγω	φύγομεν	IX.56–61	Жуковский	yes
φεύγω	φύγομεν	IX.56–61	Вересаев	yes
θάνατος	θάνατόν	IX.56–61	Жуковский	yes
θάνατος	θάνατόν	IX.56–61	Вересаев	yes
μόρος	μόρον	IX.56–61	Жуковский	yes
μόρος	μόρον	IX.56–61	Вересаев	yes
