lemma	form	stanza_ref	translator	reflected
κάρηνον	κάρηνα	IX.112–115	Жуковский	yes
κάρηνον	κάρηνα	IX.112–115	Вересаев	yes
θεμιστεύω	θεμιστεύει	IX.112–115	Жуковский	yes
θεμιστεύω	θεμιστεύει	IX.112–115	Вересаев	yes
παίς	παίδων	IX.112–115	Жуковский	yes
παίς	παίδων	IX.112–115	Вересаев	yes
ἀλέγω	ἀλέγουσι	IX.112–115	Жуковский	yes
ἀλέγω	ἀλέγουσι	IX.112–115	Вересаев	yes
νῆσος	νῆσος	IX.116–121	Жуковский	yes
νῆσος	νῆσος	IX.116–121	Вересаев	yes
ἔπειτα	ἔπειτα	IX.116–121	Жуковский	no
ἔπειτα	ἔπειτα	IX.116–121	Вересаев	no
λάχεια	λάχεια	IX.116–121	Жуковский	no
λάχεια	λάχεια	IX.116–121	Вересаев	yes
λιμήν	λιμένος	IX.116–121	Жуковский	no
λιμήν	λιμένος	IX.116–121	Вересаев	yes
τανύω	τετάνυσται	IX.116–121	Жуковский	yes
τανύω	τετάνυσται	IX.116–121	Вересаев	no
σχεδόν	σχεδὸν	IX.116–121	Жуковский	yes
σχεδόν	σχεδὸν	IX.116–121	Вересаев	yes
ἀποτηλοῦ	ἀποτηλοῦ	IX.116–121	Жуковский	yes
ἀποτηλοῦ	ἀποτηλοῦ	IX.116–121	Вересаев	yes
ὑλήεσσα	ὑλήεσσ'	IX.116–121	Жуковский	yes
ὑλήεσσα	ὑλήεσσ'	IX.116–121	Вересаев	yes
αἴξ	αἶγες	IX.116–121	Жуковский	yes
αἴξ	αἶγες	IX.116–121	Вересаев	yes
ἀπειρέσιος	ἀπειρέσιαι	IX.116–121	Жуковский	yes
ἀπειρέσιος	ἀπειρέσιαι	IX.116–121	Вересаев	yes
γίγνομαι	γεγάασιν	IX.116–121	Жуковский	no
γίγνομαι	γεγάασιν	IX.116–121	Вересаев	no
ἄγριος	ἄγριαι	IX.116–121	Жуковский	yes
ἄγριος	ἄγριαι	IX.116–121	Вересаев	yes
πάτος	πάτος	IX.116–121	Жуковский	no
πάτος	πάτος	IX.116–121	Вересаев	no
ἀπερύκω	ἀπερύκει	IX.116–121	Жуковский	yes
ἀπερύκω	ἀπερύκει	IX.116–121	Вересаев	yes
εἰσοιχνέω	εἰσοιχνεῦσι	IX.116–121	Жуковский	yes
εἰσοιχνέω	εἰσοιχνεῦσι	IX.116–121	Вересаев	no
κυνηγέτης	κυνηγέται	IX.116–121	Жуковский	yes
κυνηγέτης	κυνηγέται	IX.116–121	Вересаев	yes
ὕλη	ὕλην	IX.116–121	Жуковский	no
ὕλη	ὕλην	IX.116–121	Вересаев	yes
πάσχω	πάσχουσιν	IX.116–121	Жуковский	yes
πάσχω	πάσχουσιν	IX.116–121	Вересаев	yes
κορυφή	κορυφὰς	IX.116–121	Жуковский	no
κορυφή	κορυφὰς	IX.116–121	Вересаев	yes
ἐφέπω	ἐφέποντες	IX.116–121	Жуковский	no
ἐφέπω	ἐφέποντες	IX.116–121	Вересаев	no
ποίμνη	ποίμνῃσιν	IX.122–124	Жуковский	yes
ποίμνη	ποίμνῃσιν	IX.122–124	Вересаев	yes
κατίσχω	καταΐσχεται	IX.122–124	Жуковский	yes
κατίσχω	καταΐσχεται	IX.122–124	Вересаев	yes
ἄροτος	ἀρότοισιν	IX.122–124	Жуковский	yes
ἄροτος	ἀρότοισιν	IX.122–124	Вересаев	yes
χηρεύω	χηρεύει	IX.122–124	Жуковский	yes
χηρεύω	χηρεύει	IX.122–124	Вересаев	yes
βόσκω	βόσκει	IX.122–124	Жуковский	no
βόσκω	βόσκει	IX.122–124	Вересаев	yes
μηκάς	μηκάδας	IX.122–124	Жуковский	no
μηκάς	μηκάδας	IX.122–124	Вересаев	yes
ναῦς	νέες	IX.125–129	Жуковский	yes
ναῦς	νέες	IX.125–129	Вересаев	yes
μιλτοπάρηος	μιλτοπάρῃοι	IX.125–129	Жуковский	yes
μιλτοπάρηος	μιλτοπάρῃοι	IX.125–129	Вересаев	yes
τέκτων	τέκτονες	IX.125–129	Жуковский	yes
τέκτων	τέκτονες	IX.125–129	Вересаев	yes
κάμνω	κάμοιεν	IX.125–129	Жуковский	no
κάμνω	κάμοιεν	IX.125–129	Вересаев	no
εὔσελμος	ἐϋσσέλμους	IX.125–129	Жуковский	no
εὔσελμος	ἐϋσσέλμους	IX.125–129	Вересаев	no
τελέω	τελέοιεν	IX.125–129	Жуковский	yes
τελέω	τελέοιεν	IX.125–129	Вересаев	yes
ἄστυ	ἄστε'	IX.125–129	Жуковский	no
ἄστυ	ἄστε'	IX.125–129	Вересаев	yes
ἱκνέομαι	ἱκνεύμεναι	IX.125–129	Жуковский	yes
ἱκνέομαι	ἱκνεύμεναι	IX.125–129	Вересаев	yes
περόω	περόωσι	IX.125–129	Жуковский	yes
περόω	περόωσι	IX.125–129	Вересаев	yes
